protein,EC,point_cloud
O28538,1.1.1.34,O28538.txt
P54960,1.1.1.34,P54960.txt
O74164,1.1.1.34,O74164.txt
S0DQM8,1.1.1.34,S0DQM8.txt
Q59468,1.1.1.34,Q59468.txt
P09610,1.1.1.34,P09610.txt
Q01237,1.1.1.34,Q01237.txt
Q1W675,1.1.1.34,Q1W675.txt
O59469,1.1.1.34,O59469.txt
O08424,1.1.1.34,O08424.txt
P16393,1.1.1.34,P16393.txt
Q3S2U3,1.1.1.34,Q3S2U3.txt
Q9ZPI6,1.1.1.35,Q9ZPI6.txt
Q08426,1.1.1.35,Q08426.txt
P07896,1.1.1.35,P07896.txt
Q68WH7,1.1.1.35,Q68WH7.txt
B7I3P1,1.1.1.35,B7I3P1.txt
B0VE45,1.1.1.35,B0VE45.txt
Q5E8X6,1.1.1.35,Q5E8X6.txt
A8ACZ4,1.1.1.35,A8ACZ4.txt
A7ZU51,1.1.1.35,A7ZU51.txt
B7L9A7,1.1.1.35,B7L9A7.txt
B7NV20,1.1.1.35,B7NV20.txt
C5A020,1.1.1.35,C5A020.txt
Q0TAL0,1.1.1.35,Q0TAL0.txt
P21177,1.1.1.35,P21177.txt
B1LM32,1.1.1.35,B1LM32.txt
Q9F0Y7,1.1.1.35,Q9F0Y7.txt
B5XYH0,1.1.1.35,B5XYH0.txt
Q7MZ92,1.1.1.35,Q7MZ92.txt
A6V382,1.1.1.35,A6V382.txt
Q9HZJ2,1.1.1.35,Q9HZJ2.txt
P28793,1.1.1.35,P28793.txt
Q93Q12,1.1.1.35,Q93Q12.txt
B0KH74,1.1.1.35,B0KH74.txt
B1J5A5,1.1.1.35,B1J5A5.txt
A4VKA3,1.1.1.35,A4VKA3.txt
A5WH99,1.1.1.35,A5WH99.txt
B5QW85,1.1.1.35,B5QW85.txt
Q5PKQ2,1.1.1.35,Q5PKQ2.txt
B4TNZ1,1.1.1.35,B4TNZ1.txt
A8G8D1,1.1.1.35,A8G8D1.txt
A3CYJ4,1.1.1.35,A3CYJ4.txt
Q08A39,1.1.1.35,Q08A39.txt
Q8EKR9,1.1.1.35,Q8EKR9.txt
B8CH91,1.1.1.35,B8CH91.txt
Q0HPB7,1.1.1.35,Q0HPB7.txt
B1KCZ3,1.1.1.35,B1KCZ3.txt
Q0SZ36,1.1.1.35,Q0SZ36.txt
B7VGL4,1.1.1.35,B7VGL4.txt
Q9KNI1,1.1.1.35,Q9KNI1.txt
Q8DDK6,1.1.1.35,Q8DDK6.txt
A7FDF2,1.1.1.35,A7FDF2.txt
Q8ZAN0,1.1.1.35,Q8ZAN0.txt
A4TR27,1.1.1.35,A4TR27.txt
Q5E3U1,1.1.1.35,Q5E3U1.txt
A7ZPF8,1.1.1.35,A7ZPF8.txt
B7LBJ5,1.1.1.35,B7LBJ5.txt
B7NP24,1.1.1.35,B7NP24.txt
C4ZVN2,1.1.1.35,C4ZVN2.txt
A1ADI8,1.1.1.35,A1ADI8.txt
B1IXA5,1.1.1.35,B1IXA5.txt
B6I6Q4,1.1.1.35,B6I6Q4.txt
A4WCW6,1.1.1.35,A4WCW6.txt
B5XVW2,1.1.1.35,B5XVW2.txt
C6DAL7,1.1.1.35,C6DAL7.txt
B5EZR9,1.1.1.35,B5EZR9.txt
B5R3R9,1.1.1.35,B5R3R9.txt
B4SZR0,1.1.1.35,B4SZR0.txt
B5BBA1,1.1.1.35,B5BBA1.txt
Q8ZNA7,1.1.1.35,Q8ZNA7.txt
A3D684,1.1.1.35,A3D684.txt
B0TL21,1.1.1.35,B0TL21.txt
A4Y897,1.1.1.35,A4Y897.txt
Q0HWN3,1.1.1.35,Q0HWN3.txt
Q31YB7,1.1.1.35,Q31YB7.txt
Q83QQ0,1.1.1.35,Q83QQ0.txt
A7MS61,1.1.1.35,A7MS61.txt
Q8DB47,1.1.1.35,Q8DB47.txt
A7FGK1,1.1.1.35,A7FGK1.txt
Q1CHK2,1.1.1.35,Q1CHK2.txt
O32178,1.1.1.35,O32178.txt
O18404,1.1.1.35,O18404.txt
O70351,1.1.1.35,O70351.txt
P83589,1.1.1.35,P83589.txt
P00348,1.1.1.35,P00348.txt
Q9ZPI5,1.1.1.35,Q9ZPI5.txt
Q8W1L6,1.1.1.35,Q8W1L6.txt
Q2IIC2,1.1.1.37,Q2IIC2.txt
A4JKE6,1.1.1.37,A4JKE6.txt
Q2IK16,1.1.1.37,Q2IK16.txt
A4JM71,1.1.1.37,A4JM71.txt
Q54GE6,1.1.1.37,Q54GE6.txt
P57106,1.1.1.37,P57106.txt
Q3T145,1.1.1.37,Q3T145.txt
Q5ZME2,1.1.1.37,Q5ZME2.txt
Q7YRU4,1.1.1.37,Q7YRU4.txt
O48905,1.1.1.37,O48905.txt
Q7XDC8,1.1.1.37,Q7XDC8.txt
F1C7I4,1.1.1.37,F1C7I4.txt
P22133,1.1.1.37,P22133.txt
P19446,1.1.1.37,P19446.txt
P37228,1.1.1.37,P37228.txt
Q32LG3,1.1.1.37,Q32LG3.txt
P86074,1.1.1.37,P86074.txt
P46487,1.1.1.37,P46487.txt
P40926,1.1.1.37,P40926.txt
P08249,1.1.1.37,P08249.txt
P04636,1.1.1.37,P04636.txt
P32419,1.1.1.37,P32419.txt
A1TP96,1.1.1.37,A1TP96.txt
B7I9D2,1.1.1.37,B7I9D2.txt
A3M928,1.1.1.37,A3M928.txt
P19977,1.1.1.37,P19977.txt
B0BQN0,1.1.1.37,B0BQN0.txt
A4SIV0,1.1.1.37,A4SIV0.txt
B9JTS9,1.1.1.37,B9JTS9.txt
A8EUE8,1.1.1.37,A8EUE8.txt
B6EL39,1.1.1.37,B6EL39.txt
Q9K849,1.1.1.37,Q9K849.txt
Q2GK85,1.1.1.37,Q2GK85.txt
O08349,1.1.1.37,O08349.txt
A1K5Q9,1.1.1.37,A1K5Q9.txt
A0RJJ0,1.1.1.37,A0RJJ0.txt
Q72ZE5,1.1.1.37,Q72ZE5.txt
B7HFA6,1.1.1.37,B7HFA6.txt
B9J092,1.1.1.37,B9J092.txt
Q5L8Z8,1.1.1.37,Q5L8Z8.txt
Q59202,1.1.1.37,Q59202.txt
A8FG47,1.1.1.37,A8FG47.txt
A7Z7J8,1.1.1.37,A7Z7J8.txt
Q6FYD0,1.1.1.37,Q6FYD0.txt
B2IG85,1.1.1.37,B2IG85.txt
Q7W5Q8,1.1.1.37,Q7W5Q8.txt
Q89X59,1.1.1.37,Q89X59.txt
Q2YLR9,1.1.1.37,Q2YLR9.txt
A9M8R3,1.1.1.37,A9M8R3.txt
A5VSQ4,1.1.1.37,A5VSQ4.txt
Q1BM38,1.1.1.37,Q1BM38.txt
A0AZ43,1.1.1.37,A0AZ43.txt
Q393V1,1.1.1.37,Q393V1.txt
A2S105,1.1.1.37,A2S105.txt
A3P7Q9,1.1.1.37,A3P7Q9.txt
P80536,1.1.1.37,P80536.txt
B0T6C1,1.1.1.37,B0T6C1.txt
B3PHI3,1.1.1.37,B3PHI3.txt
A4WNM7,1.1.1.37,A4WNM7.txt
P80040,1.1.1.37,P80040.txt
Q3AS98,1.1.1.37,Q3AS98.txt
B3EEE5,1.1.1.37,B3EEE5.txt
B3QPY9,1.1.1.37,B3QPY9.txt
A4SFT4,1.1.1.37,A4SFT4.txt
B0B7U5,1.1.1.37,B0B7U5.txt
B0BC10,1.1.1.37,B0BC10.txt
Q7NZ60,1.1.1.37,Q7NZ60.txt
Q47VL0,1.1.1.37,Q47VL0.txt
A4QGA0,1.1.1.37,A4QGA0.txt
B6J7Q0,1.1.1.37,B6J7Q0.txt
A9NDV1,1.1.1.37,A9NDV1.txt
Q1LKG0,1.1.1.37,Q1LKG0.txt
B3R570,1.1.1.37,B3R570.txt
Q47C34,1.1.1.37,Q47C34.txt
Q3ZZJ7,1.1.1.37,Q3ZZJ7.txt
Q9RXI8,1.1.1.37,Q9RXI8.txt
B1I3T1,1.1.1.37,B1I3T1.txt
A8LJK6,1.1.1.37,A8LJK6.txt
B7MBZ7,1.1.1.37,B7MBZ7.txt
B5YSW2,1.1.1.37,B5YSW2.txt
B7M0U8,1.1.1.37,B7M0U8.txt
A8A545,1.1.1.37,A8A545.txt
P61890,1.1.1.37,P61890.txt
B7NDL4,1.1.1.37,B7NDL4.txt
Q1R6A3,1.1.1.37,Q1R6A3.txt
Q2GGI2,1.1.1.37,Q2GGI2.txt
A4WF48,1.1.1.37,A4WF48.txt
Q25QU7,1.1.1.37,Q25QU7.txt
Q2J7E7,1.1.1.37,Q2J7E7.txt
Q14IT0,1.1.1.37,Q14IT0.txt
B2SH29,1.1.1.37,B2SH29.txt
B9M1D2,1.1.1.37,B9M1D2.txt
Q74D53,1.1.1.37,Q74D53.txt
Q9X4K8,1.1.1.37,Q9X4K8.txt
B8F5K4,1.1.1.37,B8F5K4.txt
Q4QL89,1.1.1.37,Q4QL89.txt
P44427,1.1.1.37,P44427.txt
Q07841,1.1.1.37,Q07841.txt
Q9P9L2,1.1.1.37,Q9P9L2.txt
B0TCL9,1.1.1.37,B0TCL9.txt
B4U831,1.1.1.37,B4U831.txt
A6SY47,1.1.1.37,A6SY47.txt
P61894,1.1.1.37,P61894.txt
B2GKC8,1.1.1.37,B2GKC8.txt
A5IEF4,1.1.1.37,A5IEF4.txt
B0SF41,1.1.1.37,B0SF41.txt
B0SN74,1.1.1.37,B0SN74.txt
Q8F4A2,1.1.1.37,Q8F4A2.txt
Q65T37,1.1.1.37,Q65T37.txt
Q46BQ2,1.1.1.37,Q46BQ2.txt
Q84FY8,1.1.1.37,Q84FY8.txt
Q8PVJ7,1.1.1.37,Q8PVJ7.txt
A2SHT9,1.1.1.37,A2SHT9.txt
B8EM38,1.1.1.37,B8EM38.txt
Q6AW23,1.1.1.37,Q6AW23.txt
A0QCI6,1.1.1.37,A0QCI6.txt
C1AMN4,1.1.1.37,C1AMN4.txt
P61976,1.1.1.37,P61976.txt
P9WK13,1.1.1.37,P9WK13.txt
Q6ZZC6,1.1.1.37,Q6ZZC6.txt
P10887,1.1.1.37,P10887.txt
Q1QQR2,1.1.1.37,Q1QQR2.txt
Q3J7E7,1.1.1.37,Q3J7E7.txt
Q5YTI1,1.1.1.37,Q5YTI1.txt
Q8YP78,1.1.1.37,Q8YP78.txt
A1R2B5,1.1.1.37,A1R2B5.txt
B2JQD2,1.1.1.37,B2JQD2.txt
Q13S42,1.1.1.37,Q13S42.txt
P61897,1.1.1.37,P61897.txt
Q4FP28,1.1.1.37,Q4FP28.txt
P37226,1.1.1.37,P37226.txt
A4SWW0,1.1.1.37,A4SWW0.txt
Q126N9,1.1.1.37,Q126N9.txt
P0C890,1.1.1.37,P0C890.txt
A5VY92,1.1.1.37,A5VY92.txt
Q3IFH4,1.1.1.37,Q3IFH4.txt
A1SRP8,1.1.1.37,A1SRP8.txt
Q8ZVB2,1.1.1.37,Q8ZVB2.txt
A1RS58,1.1.1.37,A1RS58.txt
P61895,1.1.1.37,P61895.txt
O33525,1.1.1.37,O33525.txt
Q9EYJ6,1.1.1.37,Q9EYJ6.txt
B6IYP5,1.1.1.37,B6IYP5.txt
Q2J3G8,1.1.1.37,Q2J3G8.txt
Q13DR6,1.1.1.37,Q13DR6.txt
A8GWI0,1.1.1.37,A8GWI0.txt
Q92IA0,1.1.1.37,Q92IA0.txt
C4K2E2,1.1.1.37,C4K2E2.txt
Q68WZ8,1.1.1.37,Q68WZ8.txt
A5UPY6,1.1.1.37,A5UPY6.txt
Q21K60,1.1.1.37,Q21K60.txt
B5F7L9,1.1.1.37,B5F7L9.txt
B5FIT7,1.1.1.37,B5FIT7.txt
B4TJT3,1.1.1.37,B4TJT3.txt
Q7WS85,1.1.1.37,Q7WS85.txt
B5BGR3,1.1.1.37,B5BGR3.txt
Q8Z3E0,1.1.1.37,Q8Z3E0.txt
A1S3C4,1.1.1.37,A1S3C4.txt
A6WSM1,1.1.1.37,A6WSM1.txt
Q07YA5,1.1.1.37,Q07YA5.txt
P82177,1.1.1.37,P82177.txt
B8CSY7,1.1.1.37,B8CSY7.txt
Q0HEW2,1.1.1.37,Q0HEW2.txt
B1KGG7,1.1.1.37,B1KGG7.txt
Q32BA3,1.1.1.37,Q32BA3.txt
Q3YX11,1.1.1.37,Q3YX11.txt
A9EZV5,1.1.1.37,A9EZV5.txt
Q5HR46,1.1.1.37,Q5HR46.txt
P80541,1.1.1.37,P80541.txt
Q9K3J3,1.1.1.37,Q9K3J3.txt
B2FQL8,1.1.1.37,B2FQL8.txt
Q30RQ5,1.1.1.37,Q30RQ5.txt
Q3A5S0,1.1.1.37,Q3A5S0.txt
C5BU70,1.1.1.37,C5BU70.txt
Q47TT4,1.1.1.37,Q47TT4.txt
Q704B2,1.1.1.37,Q704B2.txt
Q9FSF0,1.1.1.37,Q9FSF0.txt
C5CSI5,1.1.1.37,C5CSI5.txt
A7MWD3,1.1.1.37,A7MWD3.txt
Q87SU7,1.1.1.37,Q87SU7.txt
P80538,1.1.1.37,P80538.txt
Q7M9A7,1.1.1.37,Q7M9A7.txt
Q8PNP8,1.1.1.37,Q8PNP8.txt
B0RU49,1.1.1.37,B0RU49.txt
B2SMP6,1.1.1.37,B2SMP6.txt
B2I8M1,1.1.1.37,B2I8M1.txt
Q87E35,1.1.1.37,Q87E35.txt
Q1CBY7,1.1.1.37,Q1CBY7.txt
A9R584,1.1.1.37,A9R584.txt
P0C7R5,1.1.1.37,P0C7R5.txt
O43175,1.1.1.37,O43175.txt
A5GFY8,1.1.1.37,A5GFY8.txt
Q6LQM6,1.1.1.38,Q6LQM6.txt
Q7MJC0,1.1.1.38,Q7MJC0.txt
A4SKE9,1.1.1.38,A4SKE9.txt
B6EK11,1.1.1.38,B6EK11.txt
A8AGN6,1.1.1.38,A8AGN6.txt
A7ZLS1,1.1.1.38,A7ZLS1.txt
B7L7H9,1.1.1.38,B7L7H9.txt
B7NHU3,1.1.1.38,B7NHU3.txt
C4ZWP8,1.1.1.38,C4ZWP8.txt
A1AB75,1.1.1.38,A1AB75.txt
B1IRX9,1.1.1.38,B1IRX9.txt
B1LFD8,1.1.1.38,B1LFD8.txt
A4WAJ3,1.1.1.38,A4WAJ3.txt
Q5QWY8,1.1.1.38,Q5QWY8.txt
Q6D3B3,1.1.1.38,Q6D3B3.txt
B4ESY2,1.1.1.38,B4ESY2.txt
B7UWK9,1.1.1.38,B7UWK9.txt
Q87Y79,1.1.1.38,Q87Y79.txt
Q1QC40,1.1.1.38,Q1QC40.txt
A9MR05,1.1.1.38,A9MR05.txt
B5QTN6,1.1.1.38,B5QTN6.txt
B4T5V6,1.1.1.38,B4T5V6.txt
B4TW15,1.1.1.38,B4TW15.txt
A8GC31,1.1.1.38,A8GC31.txt
A3D0E1,1.1.1.38,A3D0E1.txt
Q12RA0,1.1.1.38,Q12RA0.txt
A3QH80,1.1.1.38,A3QH80.txt
A4Y3I1,1.1.1.38,A4Y3I1.txt
A8FZ49,1.1.1.38,A8FZ49.txt
A1RNF8,1.1.1.38,A1RNF8.txt
Q320R8,1.1.1.38,Q320R8.txt
Q3Z1M2,1.1.1.38,Q3Z1M2.txt
A7N025,1.1.1.38,A7N025.txt
Q8D911,1.1.1.38,Q8D911.txt
Q1C9U8,1.1.1.38,Q1C9U8.txt
Q1CGT4,1.1.1.38,Q1CGT4.txt
B1JPZ6,1.1.1.38,B1JPZ6.txt
P27443,1.1.1.38,P27443.txt
P36013,1.1.1.38,P36013.txt
P9WK25,1.1.1.38,P9WK25.txt
E1V8J1,1.1.1.40,E1V8J1.txt
O30808,1.1.1.40,O30808.txt
O34962,1.1.1.40,O34962.txt
P16243,1.1.1.40,P16243.txt
P78715,1.1.1.40,P78715.txt
O82191,1.1.1.40,O82191.txt
Q9CA83,1.1.1.40,Q9CA83.txt
P40927,1.1.1.40,P40927.txt
P37223,1.1.1.40,P37223.txt
Q29558,1.1.1.40,Q29558.txt
P13697,1.1.1.40,P13697.txt
Q9SRZ6,1.1.1.42,Q9SRZ6.txt
O13285,1.1.1.42,O13285.txt
P41561,1.1.1.42,P41561.txt
O75874,1.1.1.42,O75874.txt
O88844,1.1.1.42,O88844.txt
Q5R9C5,1.1.1.42,Q5R9C5.txt
P50217,1.1.1.42,P50217.txt
P41939,1.1.1.42,P41939.txt
Q04467,1.1.1.42,Q04467.txt
Q4R502,1.1.1.42,Q4R502.txt
P33198,1.1.1.42,P33198.txt
P21954,1.1.1.42,P21954.txt
P16100,1.1.1.42,P16100.txt
Q8RQL9,1.1.1.42,Q8RQL9.txt
P08200,1.1.1.42,P08200.txt
P56063,1.1.1.42,P56063.txt
P9WKL1,1.1.1.42,P9WKL1.txt
Q1RJU4,1.1.1.42,Q1RJU4.txt
Q9ZDR0,1.1.1.42,Q9ZDR0.txt
Q5HF79,1.1.1.42,Q5HF79.txt
Q6GG12,1.1.1.42,Q6GG12.txt
Q5HNL1,1.1.1.42,Q5HNL1.txt
Q59985,1.1.1.42,Q59985.txt
Q9SH69,1.1.1.44,Q9SH69.txt
P38720,1.1.1.44,P38720.txt
Q94KU2,1.1.1.44,Q94KU2.txt
P37754,1.1.1.44,P37754.txt
P80859,1.1.1.44,P80859.txt
Q89AX5,1.1.1.44,Q89AX5.txt
P41570,1.1.1.44,P41570.txt
O84066,1.1.1.44,O84066.txt
P41582,1.1.1.44,P41582.txt
P41572,1.1.1.44,P41572.txt
C8VP36,1.1.1.44,C8VP36.txt
P52209,1.1.1.44,P52209.txt
P96789,1.1.1.44,P96789.txt
P41574,1.1.1.44,P41574.txt
P85968,1.1.1.44,P85968.txt
P00349,1.1.1.44,P00349.txt
P37756,1.1.1.44,P37756.txt
Q931R3,1.1.1.44,Q931R3.txt
Q6G954,1.1.1.44,Q6G954.txt
Q8CP47,1.1.1.44,Q8CP47.txt
O83351,1.1.1.44,O83351.txt
P39482,1.1.1.47,P39482.txt
P39484,1.1.1.47,P39484.txt
P07999,1.1.1.47,P07999.txt
O95479,1.1.1.47,O95479.txt
A8M8R2,1.1.1.47,A8M8R2.txt
Q7LYI9,1.1.1.47,Q7LYI9.txt
D2S1F7,1.1.1.47,D2S1F7.txt
Q97U21,1.1.1.47,Q97U21.txt
Q9HS17,1.1.1.47,Q9HS17.txt
A4YGA7,1.1.1.47,A4YGA7.txt
Q703W7,1.1.1.47,Q703W7.txt
Q43727,1.1.1.49,Q43727.txt
P9WN70,1.1.1.49,P9WN70.txt
P97324,1.1.1.49,P97324.txt
P9WN73,1.1.1.49,P9WN73.txt
O14137,1.1.1.49,O14137.txt
Q43839,1.1.1.49,Q43839.txt
P77809,1.1.1.49,P77809.txt
O51581,1.1.1.49,O51581.txt
Q8K9M2,1.1.1.49,Q8K9M2.txt
P41571,1.1.1.49,P41571.txt
O84188,1.1.1.49,O84188.txt
P11410,1.1.1.49,P11410.txt
P15588,1.1.1.49,P15588.txt
Q27638,1.1.1.49,Q27638.txt
P0AC53,1.1.1.49,P0AC53.txt
Q5FUK8,1.1.1.49,Q5FUK8.txt
P56110,1.1.1.49,P56110.txt
P48828,1.1.1.49,P48828.txt
A0QP90,1.1.1.49,A0QP90.txt
Q29492,1.1.1.49,Q29492.txt
Q25537,1.1.1.49,Q25537.txt
O54537,1.1.1.49,O54537.txt
P54996,1.1.1.49,P54996.txt
P11412,1.1.1.49,P11412.txt
Q04828,1.1.1.53,Q04828.txt
Q5REQ0,1.1.1.53,Q5REQ0.txt
Q5R7C9,1.1.1.53,Q5R7C9.txt
Q95JH4,1.1.1.53,Q95JH4.txt
Q58NB6,1.1.1.53,Q58NB6.txt
O14756,1.1.1.53,O14756.txt
O02691,1.1.1.53,O02691.txt
O08756,1.1.1.53,O08756.txt
P9WGT0,1.1.1.53,P9WGT0.txt
O75452,1.1.1.53,O75452.txt
Q27979,1.1.1.53,Q27979.txt
Q9KFI7,1.1.1.58,Q9KFI7.txt
A8AGR0,1.1.1.58,A8AGR0.txt
A7ZLX7,1.1.1.58,A7ZLX7.txt
B7L7M1,1.1.1.58,B7L7M1.txt
B7NIJ4,1.1.1.58,B7NIJ4.txt
A8A074,1.1.1.58,A8A074.txt
B1IRT9,1.1.1.58,B1IRT9.txt
B6IAS4,1.1.1.58,B6IAS4.txt
A4WAF9,1.1.1.58,A4WAF9.txt
A6T900,1.1.1.58,A6T900.txt
A6L4U5,1.1.1.58,A6L4U5.txt
Q3Z1Q7,1.1.1.58,Q3Z1Q7.txt
Q1CMJ9,1.1.1.58,Q1CMJ9.txt
Q04828,1.1.1.62,Q04828.txt
Q5REQ0,1.1.1.62,Q5REQ0.txt
Q5R7C9,1.1.1.62,Q5R7C9.txt
Q95JH4,1.1.1.62,Q95JH4.txt
Q6QA33,1.1.1.62,Q6QA33.txt
Q4JK73,1.1.1.62,Q4JK73.txt
Q6AYS8,1.1.1.62,Q6AYS8.txt
Q53GQ0,1.1.1.62,Q53GQ0.txt
Q6P7R8,1.1.1.62,Q6P7R8.txt
Q9BPX1,1.1.1.62,Q9BPX1.txt
Q1WNP0,1.1.1.62,Q1WNP0.txt
P51658,1.1.1.62,P51658.txt
P70385,1.1.1.62,P70385.txt
O88736,1.1.1.62,O88736.txt
Q5TJF5,1.1.1.62,Q5TJF5.txt
Q9XT00,1.1.1.62,Q9XT00.txt
Q71R50,1.1.1.62,Q71R50.txt
Q3T001,1.1.1.62,Q3T001.txt
O54753,1.1.1.62,O54753.txt
Q99714,1.1.1.62,Q99714.txt
Q93W57,1.1.1.62,Q93W57.txt
A5CAL1,1.1.1.79,A5CAL1.txt
B7UP47,1.1.1.79,B7UP47.txt
Q8X9K1,1.1.1.79,Q8X9K1.txt
B7MTG4,1.1.1.79,B7MTG4.txt
B1X9E7,1.1.1.79,B1X9E7.txt
Q0TJ41,1.1.1.79,Q0TJ41.txt
P75913,1.1.1.79,P75913.txt
B1LIY1,1.1.1.79,B1LIY1.txt
B7LTA2,1.1.1.79,B7LTA2.txt
Q7N571,1.1.1.79,Q7N571.txt
Q57QM2,1.1.1.79,Q57QM2.txt
B5RBG3,1.1.1.79,B5RBG3.txt
Q5PGZ3,1.1.1.79,Q5PGZ3.txt
B5BBF3,1.1.1.79,B5BBF3.txt
Q8ZQ30,1.1.1.79,Q8ZQ30.txt
Q31Z89,1.1.1.79,Q31Z89.txt
A1JRR3,1.1.1.79,A1JRR3.txt
A7ZTA0,1.1.1.79,A7ZTA0.txt
B7L6W9,1.1.1.79,B7L6W9.txt
B7NP49,1.1.1.79,B7NP49.txt
C4ZXE2,1.1.1.79,C4ZXE2.txt
A1AH96,1.1.1.79,A1AH96.txt
B1IZP1,1.1.1.79,B1IZP1.txt
B6I3C3,1.1.1.79,B6I3C3.txt
A4W577,1.1.1.79,A4W577.txt
B7LTG7,1.1.1.79,B7LTG7.txt
Q6DB24,1.1.1.79,Q6DB24.txt
Q57IH8,1.1.1.79,Q57IH8.txt
B5RGN1,1.1.1.79,B5RGN1.txt
Q5PLL9,1.1.1.79,Q5PLL9.txt
B5BHT3,1.1.1.79,B5BHT3.txt
Q8ZLA1,1.1.1.79,Q8ZLA1.txt
Q31V71,1.1.1.79,Q31V71.txt
Q83PR3,1.1.1.79,Q83PR3.txt
A7FPA2,1.1.1.79,A7FPA2.txt
Q0W9V5,1.1.1.79,Q0W9V5.txt
A4TGN1,1.1.1.79,A4TGN1.txt
Q9LSV0,1.1.1.79,Q9LSV0.txt
Q9UBQ7,1.1.1.79,Q9UBQ7.txt
Q9LE33,1.1.1.79,Q9LE33.txt
A8AI49,1.1.1.81,A8AI49.txt
B7MIH3,1.1.1.81,B7MIH3.txt
B5YVQ3,1.1.1.81,B5YVQ3.txt
B7M907,1.1.1.81,B7M907.txt
A7ZYY6,1.1.1.81,A7ZYY6.txt
Q8FIT1,1.1.1.81,Q8FIT1.txt
B7N3I0,1.1.1.81,B7N3I0.txt
Q1RDC8,1.1.1.81,Q1RDC8.txt
B5XXL3,1.1.1.81,B5XXL3.txt
B5F974,1.1.1.81,B5F974.txt
B5FL30,1.1.1.81,B5FL30.txt
B4TEQ6,1.1.1.81,B4TEQ6.txt
A9N5T3,1.1.1.81,A9N5T3.txt
B4TSP5,1.1.1.81,B4TSP5.txt
A8GD46,1.1.1.81,A8GD46.txt
Q32HN5,1.1.1.81,Q32HN5.txt
A8ARD9,1.1.1.81,A8ARD9.txt
B7ULB4,1.1.1.81,B7ULB4.txt
P58220,1.1.1.81,P58220.txt
B7N1K7,1.1.1.81,B7N1K7.txt
B1X8G8,1.1.1.81,B1X8G8.txt
Q0TBP9,1.1.1.81,Q0TBP9.txt
P37666,1.1.1.81,P37666.txt
B1LJB3,1.1.1.81,B1LJB3.txt
P58000,1.1.1.81,P58000.txt
B5XMZ4,1.1.1.81,B5XMZ4.txt
C6DJ88,1.1.1.81,C6DJ88.txt
B5FLC2,1.1.1.81,B5FLC2.txt
B4T938,1.1.1.81,B4T938.txt
A9MUT4,1.1.1.81,A9MUT4.txt
B4TZ41,1.1.1.81,B4TZ41.txt
A8G7S7,1.1.1.81,A8G7S7.txt
Q328L4,1.1.1.81,Q328L4.txt
Q3YVT5,1.1.1.81,Q3YVT5.txt
Q1C3K4,1.1.1.81,Q1C3K4.txt
A9R4G6,1.1.1.81,A9R4G6.txt
Q663W4,1.1.1.81,Q663W4.txt
Q9UBQ7,1.1.1.81,Q9UBQ7.txt
Q9LE33,1.1.1.81,Q9LE33.txt
P70788,1.1.1.81,P70788.txt
C9K7B7,1.1.1.85,C9K7B7.txt
Q9FMT1,1.1.1.85,Q9FMT1.txt
Q47HR1,1.1.1.85,Q47HR1.txt
Q89X19,1.1.1.85,Q89X19.txt
P87256,1.1.1.85,P87256.txt
Q56268,1.1.1.85,Q56268.txt
Q5E857,1.1.1.85,Q5E857.txt
Q2IJK7,1.1.1.85,Q2IJK7.txt
Q5P1J6,1.1.1.85,Q5P1J6.txt
P96197,1.1.1.85,P96197.txt
P05644,1.1.1.85,P05644.txt
Q5LAB4,1.1.1.85,Q5LAB4.txt
Q65GI9,1.1.1.85,Q65GI9.txt
C5C2I9,1.1.1.85,C5C2I9.txt
B7GUI8,1.1.1.85,B7GUI8.txt
Q493R1,1.1.1.85,Q493R1.txt
Q7VY73,1.1.1.85,Q7VY73.txt
Q579B1,1.1.1.85,Q579B1.txt
P56933,1.1.1.85,P56933.txt
Q5WPZ9,1.1.1.85,Q5WPZ9.txt
P59027,1.1.1.85,P59027.txt
Q9EVG6,1.1.1.85,Q9EVG6.txt
Q9EVH8,1.1.1.85,Q9EVH8.txt
Q9EVI7,1.1.1.85,Q9EVI7.txt
Q393X4,1.1.1.85,Q393X4.txt
Q3JKG9,1.1.1.85,Q3JKG9.txt
Q8RDK0,1.1.1.85,Q8RDK0.txt
P87186,1.1.1.85,P87186.txt
P07139,1.1.1.85,P07139.txt
Q3IZJ3,1.1.1.85,Q3IZJ3.txt
P59028,1.1.1.85,P59028.txt
A5CPZ4,1.1.1.85,A5CPZ4.txt
P31958,1.1.1.85,P31958.txt
Q6NHM7,1.1.1.85,Q6NHM7.txt
P94631,1.1.1.85,P94631.txt
B1VG35,1.1.1.85,B1VG35.txt
P08791,1.1.1.85,P08791.txt
Q3ZXI7,1.1.1.85,Q3ZXI7.txt
Q24XT2,1.1.1.85,Q24XT2.txt
Q9HDQ5,1.1.1.85,Q9HDQ5.txt
P30125,1.1.1.85,P30125.txt
A8L554,1.1.1.85,A8L554.txt
Q748X2,1.1.1.85,Q748X2.txt
Q4QLS3,1.1.1.85,Q4QLS3.txt
D4GYE8,1.1.1.85,D4GYE8.txt
Q28W67,1.1.1.85,Q28W67.txt
P41766,1.1.1.85,P41766.txt
Q6AEP6,1.1.1.85,Q6AEP6.txt
Q92A27,1.1.1.85,Q92A27.txt
Q2VZV2,1.1.1.85,Q2VZV2.txt
Q58130,1.1.1.85,Q58130.txt
