name,smile
"3alpha,7alpha,12beta-trihydroxy-5beta-cholan-24-oate",C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
" 3alpha,7alpha-dihydroxy-12-oxo-5beta-cholan-24-oate",C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
testosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
androstenedione,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C
L-quinate,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O
3-dehydroquinate,C1[C@H]([C@@H](C(=O)C[C@]1(C(=O)[O-])O)O)O
N-acetyl-alpha-D-glucosamine,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O
N-acetyl-D-glucosaminate,CC(=O)N[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(=O)[O-]
6-endo-hydroxycineole,C[C@@]12CC[C@@H](C[C@@H]1O)C(O2)(C)C
6-oxocineole,C[C@@]12CC[C@@H](CC1=O)C(O2)(C)C
(-)-trans-carveol,CC1=CC[C@H](C[C@@H]1O)C(=C)C
(-)-carvone,CC1=CC[C@H](CC1=O)C(=C)C
methanol,CO
formaldehyde,C=O
cyclohexanol,C1CCC(CC1)O
cyclohexanone,C1CCC(=O)CC1
codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
codeinone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)C=C4
salutaridinol,CN1CC[C@]23C=C([C@H](C=C2[C@H]1CC4=C3C(=C(C=C4)OC)O)O)OC
salutaridine,CN1CC[C@]23C=C(C(=O)C=C2[C@H]1CC4=C3C(=C(C=C4)OC)O)OC
shikimate,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O
3-dehydroshikimate,C1[C@H]([C@@H](C(=O)C=C1C(=O)O)O)O
D-ribulose,C([C@H]([C@H](C(=O)CO)O)O)O
galactitol 1-phosphate,C([C@H]([C@@H]([C@@H]([C@H](COP(=O)(O)O)O)O)O)O)O
D-tagatose 6-phosphate,C([C@@H]1[C@@H]([C@@H](C(O1)(CO)O)O)O)OP(=O)(O)O
scytalone,C1C(CC(=O)C2=C1C=C(C=C2O)O)O
"1,3,6,8-tetrahydroxynaphthalene",C1=C2C=C(C=C(C2=C(C=C1O)O)O)O
(S)-carnitine,C[N+](C)(C)C[C@H](CC(=O)[O-])O
D-mannose,C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O
fluoren-9-ol,C1=CC=C2C(=C1)C(C3=CC=CC=C32)O
fluoren-9-one,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O
4-(hydroxymethyl)benzenesulfonate,C1=CC(=CC=C1CO)S(=O)(=O)[O-]
4-formylbenzenesulfonate,C1=CC(=CC=C1C=O)S(=O)(=O)[O-]
6-hydroxyhexanoate,C(CCC(=O)O)CCO
6-oxohexanoate,C(CCC(=O)[O-])CC=O
3-hydroxypimeloyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(CCCC(=O)O)O)O
3-oxopimeloyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(=O)O)O
glycolate,C(C(=O)O)O
glyoxylate,C(=O)C(=O)[O-]
sulcatol,CC(CCC=C(C)C)O
sulcatone,CC(=CCCC(=O)C)C
sn-glycerol 1-phosphate,C([C@@H](COP(=O)(O)O)O)O
glycerone phosphate,C(C(=O)COP(=O)(O)O)O
4-phosphooxy-L-threonine,C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O
3-amino-2-oxopropyl phosphate,C(C(=O)COP(=O)(O)O)N
CO2,C(=O)=O
"1,5-anhydro-D-glucitol",C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
"1,5-anhydro-D-fructose",C1C(=O)[C@H]([C@@H]([C@H](O1)CO)O)O
L-idonate,C([C@@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O
5-dehydro-D-gluconate,C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O
3-methylbutanol,CC(C)CCO
3-methylbutanal,CC(C)CC=O
dTDP-alpha-D-fucopyranose,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O
 dTDP-4-dehydro-6-deoxy-alpha-D-glucose,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O
2-C-methyl-D-erythritol 4-phosphate,C[C@](CO)([C@@H](COP(=O)(O)O)O)O
2-(R)-hydroxypropyl-CoM,C[C@H](CSCCS(=O)(=O)O)O
2-oxopropyl-CoM,CC(=O)CSCCS(=O)(=O)O
(2S)-2-hydroxypropyl-CoM,C[C@@H](CSCCS(=O)(=O)O)O
(S)-lactate,C[C@@H](C(=O)O)O
pyruvate,CC(=O)C(=O)[O-]
GDP-beta-L-fucose,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O
10-deoxysarpagine,C/C=C\1/CN2[C@H]3C[C@@H]1C([C@@H]2CC4=C3NC5=CC=CC=C45)CO
vellosimine,C/C=C\1/CN2[C@H]3C[C@@H]1[C@H]([C@@H]2CC4=C3NC5=CC=CC=C45)C=O
"2,5-didehydro-D-gluconate",C(C(=O)[C@H]([C@@H](C(=O)C(=O)[O-])O)O)O
(+)-trans-carveol,CC1=CC[C@@H](C[C@H]1O)C(=C)C
(+)-(S)-carvone,CC1=CC[C@@H](CC1=O)C(=C)C
L-serine,C([C@@H](C(=O)O)N)O
2-aminoacetaldehyde,C(C=O)N
2-aminomalonate semialdehyde,C(=O)[C@@H](C(=O)[O-])[NH3+]
CO2 ,C(=O)=O
3beta-hydroxy-5beta-pregnane-20-one,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)C
"5beta-pregnan-3,20-dione ",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C
3beta-hydroxy-5alpha-pregnane-20-one,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C
" 5alpha-pregnan-3,20-dione",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C
ethyl (R)-3-hydroxyhexanoate,CCC[C@H](CC(=O)OCC)O
ethyl 3-oxohexanoate,CCCC(=O)CC(=O)OCC
(R)-lactate,C[C@H](C(=O)O)O
ethyl (S)-3-hydroxyhexanoate,CCC[C@@H](CC(=O)OCC)O
(S)-lactaldehyde,C[C@@H](C=O)O
2-oxopropanal,CC(=O)C=O
S-(hydroxymethyl)glutathione,C(CC(=O)N[C@@H](CSCO)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
S-formylglutathione,C(CC(=O)N[C@@H](CSC=O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
2'-deoxymugineic acid,C1CN([C@@H]1C(=O)O)CC[C@@H](C(=O)O)NCC[C@@H](C(=O)O)O
3''-deamino-3''-oxonicotianamine,C1CN([C@@H]1C(=O)O)CC[C@@H](C(=O)O)NCCC(=O)C(=O)O
isocitrate,C(C(C(C(=O)O)O)C(=O)O)C(=O)O
2-oxoglutarate,C(CC(=O)O)C(=O)C(=O)O
"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate",C(CC(=O)[O-])[C@@H]([C@H](C(=O)[O-])O)C(=O)[O-]
xanthoxin,C/C(=C/C=O)/C=C/[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C
abscisic aldehyde,CC1=CC(=O)CC([C@]1(/C=C/C(=C\C=O)/C)O)(C)C
D-glucitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
D-glycerate,C([C@H](C(=O)[O-])O)O
hydroxypyruvate,C(C(=O)C(=O)O)O
4-phospho-D-erythronate,C([C@H]([C@H](C(=O)O)O)O)OP(=O)(O)O
 (3R)-3-hydroxy-2-oxo-4-phosphooxybutanoate,C([C@H](C(=O)C(=O)O)O)OP(=O)(O)O
(S)-2-hydroxymethylglutarate,C(CC(=O)[O-])[C@@H](CO)C(=O)[O-]
2-formylglutarate,C(CC(=O)O)C(C=O)C(=O)O
"1,5-anhydro-D-mannitol",C1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
71-hydroxychlorophyllide a,CCC1=C(C2=CC3=C(C(=C([N-]3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)[N-]6)C)C(=C5C(=O)OC)[O-])CCC(=O)[O-])C)C)C=C)CO.[Mg+2]
chlorophyllide b,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)[C@H](C4=O)C(=O)OC)C)C=O.[Mg+2]
"3beta-hydroxy-9beta-pimara-7,15-diene-19,6beta-olide",C[C@]1(CC[C@@H]2C(=C[C@@H]3[C@@H]4[C@@]2(CC[C@@H]([C@@]4(C(=O)O3)C)O)C)C1)C=C
 momilactone A,C[C@]1(CC[C@@H]2C(=C[C@@H]3[C@@H]4[C@@]2(CCC(=O)[C@@]4(C(=O)O3)C)C)C1)C=C
menth-8-en-2-ol,CC1CCC(CC1O)C(=C)C
menth-8-en-2-one,CC1CCC(CC1=O)C(=C)C
"menth-8-ene-1,2-diol",CC(=C)C1CCC(C(C1)O)(C)O
1-hydroxymenth-8-en-2-one,CC(=C)C1CCC(C(=O)C1)(C)O
"(1S,2S,4R)-menth-8-ene-1,2-diol",CC(=C)[C@@H]1CC[C@]([C@H](C1)O)(C)O
" (1S,4R)-1-hydroxymenth-8-en-2-one",CC(=C)[C@@H]1CC[C@](C(=O)C1)(C)O
"(1R,2R,4S)-menth-8-ene-1,2-diol",CC(=C)[C@H]1CC[C@@]([C@@H](C1)O)(C)O
" (1R,4S)-1-hydroxymenth-8-en-2-one",CC(=C)[C@H]1CC[C@@](C(=O)C1)(C)O
3-hydroxypropanoate,C(CO)C(=O)[O-]
malonate semialdehyde,C(C=O)C(=O)O
(S)-malate,C([C@@H](C(=O)O)O)C(=O)O
oxaloacetate,C(C(=O)C(=O)O)C(=O)O
L-homoserine,C(CO)[C@@H](C(=O)O)N
L-aspartate 4-semialdehyde,C(C=O)[C@@H](C(=O)[O-])[NH3+]
(R)-3-hydroxybutanoate,C[C@H](CC(=O)O)O
acetoacetate,CC(=O)CC(=O)[O-]
retinol,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
retinal,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C
D-arabinitol 1-phosphate,C([C@H]([C@H]([C@@H](COP(=O)(O)O)O)O)O)O
D-xylulose 5-phosphate,C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O
"2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one",C([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=N1)N)N
" 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)NC(=N2)N)N)O)O)OP(=O)(O)O
(R)-acetoin,C[C@H](C(=O)C)O
diacetyl,CC(=O)C(=O)C
(S)-acetoin,C[C@@H](C(=O)C)O
UDP-beta-L-threo-pentapyranos-4-ulose ,C1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O
S-(hydroxymethyl)mycothiol,CC(=O)N[C@@H](CSCO)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O
S-formylmycothiol,CC(=O)N[C@@H](CSC=O)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O
"(R)-2,3-dihydroxypropane-1-sulfonate",C([C@H](CS(=O)(=O)O)O)O
 (R)-3-sulfolactate,C([C@@H](C(=O)[O-])O)S(=O)(=O)[O-]
2-hydroxyethylphosphonate,C(CP(=O)(O)O)O
phosphonoacetaldehyde,C(C=O)P(=O)(O)O
3-hydroxy-2-methylpropanoate,CC(CO)C(=O)[O-]
2-methyl-3-oxopropanoate,CC(C=O)C(=O)[O-]
(2S)-3-sulfolactate,C([C@H](C(=O)[O-])O)S(=O)(=O)[O-]
3-sulfopyruvate,C(C(=O)C(=O)O)S(=O)(=O)O
(S)-1-phenylethanol,C[C@@H](C1=CC=CC=C1)O
acetophenone,CC(=O)C1=CC=CC=C1
4-carboxy-2-hydroxymuconate semialdehyde hemiacetal,C1=C(C=C(OC1O)C(=O)O)C(=O)O
" 2-oxo-2H-pyran-4,6-dicarboxylate",C1=C(C=C(OC1=O)C(=O)[O-])C(=O)[O-]
isethionate,C(CS(=O)(=O)O)O
2-sulfoacetaldehyde,C(C=O)S(=O)(=O)O
L-galactose,C([C@@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O)O
"L-galactono-1,4-lactone",C([C@@H]([C@@H]1[C@H]([C@@H](C(=O)O1)O)O)O)O
raucaffrinoline,C[C@H]1[C@@H]([C@@H]2C[C@@H]3N1[C@@H]4[C@H]2[C@H]([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)CO
perakine,C[C@H]1[C@@H](C2C[C@@H]3N1[C@@H]4C2[C@H]([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
eugenol,COC1=C(C=CC(=C1)CC=C)O
isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC
acetate,CC(=O)[O-]
coniferyl acetate,CC(=O)OC/C=C/C1=CC(=C(C=C1)O)OC
(R)-mevalonate,C[C@@](CCO)(CC(=O)[O-])O
mevaldate,CC(CC=O)(CC(=O)[O-])O
(S)-benzoin,C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O
benzil,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2
(R)-benzoin,C1=CC=C(C=C1)[C@H](C(=O)C2=CC=CC=C2)O
(-)-endo-fenchol,C[C@]12CC[C@H](C1)C([C@H]2O)(C)C
(+)-fenchone,C[C@]12CC[C@H](C1)C(C2=O)(C)C
(+)-thujan-3-ol,C[C@H]1[C@@H]2C[C@@]2(C[C@H]1O)C(C)C
(+)-thujan-3-one,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C
(6E)-8-hydroxygeraniol,C/C(=C\CO)/CC/C=C(\C)/CO
(6E)-8-oxogeranial,C/C(=C\C=O)/CC/C=C(\C)/C=O
(6E)-8-hydroxygeranial,C/C(=C\C=O)/CC/C=C(\C)/CO
(6E)-8-oxogeraniol,C/C(=C\CO)/CC/C=C(\C)/C=O
"L-threo-7,8-dihydrobiopterin",C[C@@H]([C@H](C1=NC2=C(NC1)N=C(NC2=O)N)O)O
L-threo-tetrahydrobiopterin,C[C@@H]([C@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O
10-hydroxy-alpha-humulene,C/C/1=C\CC(/C=C/C(/C(=C/CC1)/C)O)(C)C
zerumbone,C/C/1=C\CC(/C=C/C(=O)/C(=C/CC1)/C)(C)C
5-exo-hydroxycamphor,C[C@@]12C[C@H]([C@@H](C1(C)C)CC2=O)O
"bornane-2,5-dione",CC1(C2CC(=O)C1(CC2=O)C)C
"3,3'-bipyridine-2,2',5,5',6,6'-hexol",C1=C(C(=O)NC(=C1C2=C(NC(=O)C(=C2)O)O)O)O
" (E)-2,2',5,5'-tetrahydroxy-6H,6'H-[3,3'-bipyridinylidene]-6,6'-dione",C1=C(C(=O)NC(=O)C1=O)C2=C(NC(=O)C(=C2)[O-])[O-]
2-deoxy-scyllo-inosamine,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1O)O)O)O)N
"3-amino-2,3-dideoxy-scyllo-inosose ",C1[C@@H]([C@H]([C@@H]([C@H](C1=O)O)O)O)N
(-)-secoisolariciresinol,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O
(-)-matairesinol,COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O
chanoclavine-I,C/C(=C\[C@H]1[C@@H](CC2=CNC3=CC=CC1=C23)NC)/CO
chanoclavine-I aldehyde,C/C(=C\[C@H]1[C@@H](CC2=CNC3=CC=CC1=C23)NC)/C=O
"trans,octacis-decaprenylphospho-beta-D-arabinofuranose",CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@H]([C@@H]([C@H](O1)CO)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
" trans,octacis-decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose",CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1C(=O)[C@@H]([C@H](O1)CO)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
ecgonine methyl ester,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)OC
ecgonone methyl ester,CN1[C@H]2CC[C@@H]1[C@H](C(=O)C2)C(=O)OC
UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)O
 UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate,CC(=O)N[C@H]1[C@H](O[C@@H]([C@H](C1=O)O)C(=O)[O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O
UDP-N-acetyl-alpha-D-mannosamine,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
 UDP-N-acetyl-alpha-D-mannosaminuronate,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)O
(2R)-3-sulfolactate,C([C@@H](C(=O)O)O)S(=O)(=O)O
CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
(S)-3-hydroxy-3-methylglutaryl-CoA,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
1-deoxy-11beta-hydroxypentalenate,C[C@@H]1[C@@H](C[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)[O-])(C)C)O
1-deoxy-11-oxopentalenate,C[C@@H]1C(=O)C[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)[O-])(C)C
CDP-alpha-D-abequose,C[C@@H]1[C@@H](C[C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O)O
" CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose",C[C@@H]1C(=O)C[C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O
CDP-alpha-D-paratose,C[C@@H]1[C@H](C[C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O)O
6-phospho-D-gluconate,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O
2-dehydro-L-gulonate,C([C@@H]([C@H]([C@@H](C(=O)C(=O)[O-])O)O)O)O
(1'S)-averantin,CCCCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O
norsolorinic acid,CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O
N-carbamoyl-2-oxoglycine,C(=O)(C(=O)[O-])NC(=O)N
"(1'S,5'S)-hydroxyaverantin",C[C@@H](CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O)O
5'-oxoaverantin,CC(=O)CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O
"(1'S,5'R)-hydroxyaverantin",C[C@H](CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O)O
versicolorone,CC(=O)CCC1COC2=C1C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC(=C4)O)O)O
1'-hydroxyversicolorone,CC(=O)CC[C@@H]1[C@H](OC2=C1C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC(=C4)O)O)O)O
versiconol acetate,CC(=O)OCCC(CO)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O
versiconal hemiacetal acetate,CC(=O)OCCC1C(OC2=C1C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC(=C4)O)O)O)O
versiconol,C1=C(C=C(C2=C1C(=O)C3=CC(=C(C(=C3C2=O)O)[C@H](CCO)CO)O)O)O
versiconal,C1=C(C=C(C2=C1C(=O)C3=CC4=C(C(C(O4)O)CCO)C(=C3C2=O)O)O)O
kanamycin A,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
2'-dehydrokanamycin A,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2C(=O)[C@H]([C@@H]([C@H](O2)CN)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
GDP-beta-L-colitose,C[C@H]1[C@H](C[C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O
" GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose",C[C@@H]1C(=O)C[C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O
D-glucopyranose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
D-galactopyranose,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O
3-dehydro-D-glucose 6-phosphate,C([C@@H]1[C@H](C(=O)[C@H](C(O1)O)O)O)OP(=O)([O-])[O-]
aklavinone,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O)O
aklaviketone,CC[C@]1(CC(=O)C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O
"6-phospho-D-glucono-1,5-lactone",C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O
dTDP-6-deoxy-alpha-D-allose,C[C@@H]1[C@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O
 dTDP-4-dehydro-6-deoxy-alpha-D-gulose,C[C@@H]1C(=O)[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O
L-galactonate,C([C@@H]([C@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O
D-galacturonate,[C@@H]1([C@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O
"UDP-2-acetamido-2,6-dideoxy-beta-L-talose",C[C@H]1[C@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)O
6-hydroxycyclohex-1-ene-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4O)O
 6-oxocyclohex-1-ene-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4=O)O
1D-chiro-inositol,C1(C(C(C(C(C1O)O)O)O)O)O
"2D-2,3,5/4,6-pentahydroxycyclohexanone",[C@H]1([C@H](C(=O)[C@@H]([C@@H](C1O)O)O)O)O
scyllo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O
D-glyceraldehyde,C([C@H](C=O)O)O
L-glyceraldehyde,C([C@@H](C=O)O)O
"2,3-dihydroxypropane-1-sulfonate",C(C(CS(=O)(=O)[O-])O)O
 2-hydroxy-3-oxopropane-1-sulfonate,C(C(C=O)O)S(=O)(=O)[O-]
 UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose,CC(=O)N[C@H]1[C@H](O[C@@H]([C@H](C1=O)O)CO)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O
