name,smile
dTDP-6-deoxy-beta-L-talose,C[C@H]1[C@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O
2-dehydro-L-gulonate,C([C@@H]([C@H]([C@@H](C(=O)C(=O)[O-])O)O)O)O
(1'S)-averantin,CCCCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O
norsolorinic acid,CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O
(S)-ureidoglycolate,[C@H](C(=O)O)(NC(=O)N)O
N-carbamoyl-2-oxoglycine,C(=O)(C(=O)[O-])NC(=O)N
"(1'S,5'R)-hydroxyaverantin",C[C@H](CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O)O
5'-oxoaverantin,CC(=O)CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O
versiconol,C1=C(C=C(C2=C1C(=O)C3=CC(=C(C(=C3C2=O)O)[C@H](CCO)CO)O)O)O
versiconal,C1=C(C=C(C2=C1C(=O)C3=CC4=C(C(C(O4)O)CCO)C(=C3C2=O)O)O)O
kanamycin A,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
2'-dehydrokanamycin A,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2C(=O)[C@H]([C@@H]([C@H](O2)CN)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
D-galactopyranose,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O
"D-galactono-1,5-lactone",C([C@@H]1[C@@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
3-dehydro-D-glucose 6-phosphate,C([C@@H]1[C@H](C(=O)[C@H](C(O1)O)O)O)OP(=O)([O-])[O-]
aklavinone,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O)O
aklaviketone,CC[C@]1(CC(=O)C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O
"6-phospho-D-glucono-1,5-lactone",C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O
L-galactonate,C([C@@H]([C@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O
D-galacturonate,[C@@H]1([C@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O
"UDP-2-acetamido-2,6-dideoxy-beta-L-talose",C[C@H]1[C@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)O
6-hydroxycyclohex-1-ene-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4O)O
 6-oxocyclohex-1-ene-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4=O)O
1D-chiro-inositol,C1(C(C(C(C(C1O)O)O)O)O)O
"2D-2,3,5/4,6-pentahydroxycyclohexanone",[C@H]1([C@H](C(=O)[C@@H]([C@@H](C1O)O)O)O)O
(S)-malate,C([C@@H](C(=O)O)O)C(=O)O
oxaloacetate,C(C(=O)C(=O)O)C(=O)O
scyllo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O
glycerol,C(C(CO)O)O
L-glyceraldehyde,C([C@@H](C=O)O)O
 UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose,CC(=O)N[C@H]1[C@H](O[C@@H]([C@H](C1=O)O)CO)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O
L-arabinose,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O
"L-arabinono-1,4-lactone",C([C@H]1[C@@H]([C@H](C(=O)O1)O)O)O
L-rhamnose,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O
"L-rhamnono-1,4-lactone",C[C@@H]([C@H]1[C@H]([C@H](C(=O)O1)O)O)O
(R)-mandelate,C1=CC=C(C=C1)[C@H](C(=O)[O-])O
phenylglyoxylate,C1=CC=C(C=C1)C(=O)C(=O)[O-]
D-fructuronate,C(C1([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)O
"(2R)-2,3-dihydroxy-3-methylbutanoate",CC(C)([C@H](C(=O)[O-])O)O
 (2S)-2-hydroxy-2-methyl-3-oxobutanoate,CC(=O)[C@@](C)(C(=O)[O-])O
"dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose",C[C@@H]1C(=O)[C@@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O
" dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose",C[C@@H]1C(=O)C(=O)C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O
(R)-ipsdienol,CC(=C[C@@H](CC(=C)C=C)O)C
ipsdienone,CC(=CC(=O)CC(=C)C=C)C
sulfoquinovose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)S(=O)(=O)[O-]
"6-deoxy-6-sulfo-D-glucono-1,5-lactone",C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)S(=O)(=O)[O-]
isolithocholate,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)C
3-oxo-5beta-cholan-24-oate,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C
lithocholate,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
aurachin B,CC1=[N+](C2=CC=CC=C2C(=C1O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)[O-]
 3-acetyl-3-devinylchlorophyllide a,CCC1=C(C2=CC3=C(C(=C([N-]3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)[N-]6)C)C(=C5C(=O)OC)[O-])CCC(=O)[O-])C)C)C(=O)C)C.[Mg+2]
"(2S,3R)-2-hydroxy-3-(indol-3-yl)butanoate",C[C@H](C1=CNC2=CC=CC=C21)[C@@H](C(=O)[O-])O
 (R)-3-(indol-3-yl)-2-oxobutanoate,C[C@H](C1=CNC2=CC=CC=C21)C(=O)C(=O)[O-]
"(R,R)-butane-2,3-diol",C[C@H]([C@@H](C)O)O
2-dehydro-3-deoxy-L-rhamnonate,C[C@@H]([C@@H](CC(=O)C(=O)O)O)O
" 2,4-didehydro-3-deoxy-L-rhamnonate",C[C@@H](C(=O)CC(=O)C(=O)[O-])O
D-threitol,C([C@H]([C@@H](CO)O)O)O
D-erythrulose,C([C@H](C(=O)CO)O)O
"2,3,5,6-tetrachlorohydroquinone",C1(=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl)O
" 2,3,5,6-tetrachloro-1,4-benzoquinone",C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl
D-ribitol 5-phosphate,C([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O
L-tagatose,C([C@@H]([C@H]([C@H](C(=O)CO)O)O)O)O
D-altritol,C([C@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)O
3-dehydro-4-phospho-L-threonate,C(C(=O)[C@H](C(=O)[O-])O)OP(=O)([O-])[O-]
CO2 ,C(=O)=O
isocitrate,C(C(C(C(=O)O)O)C(=O)O)C(=O)O
2-oxoglutarate,C(CC(=O)O)C(=O)C(=O)O
D-erythronate,C([C@H]([C@H](C(=O)[O-])O)O)O
2-dehydro-D-erythronate,C([C@H](C(=O)C(=O)[O-])O)O
L-threonate,C([C@@H]([C@H](C(=O)O)O)O)O
2-dehydro-L-erythronate,C([C@@H](C(=O)C(=O)[O-])O)O
D-tagaturonate,C(C(=O)[C@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O
narcotine hemiacetal,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(O4)O)C(=C(C=C5)OC)OC)OC)OCO3
noscapine,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
oxalosuccinate,C(C(C(=O)C(=O)O)C(=O)O)C(=O)O
D-apiofuranose,C1[C@@]([C@H](C(O1)O)O)(CO)O
D-apionolactone,C1[C@@]([C@H](C(=O)O1)O)(CO)O
D-apionate,C(C(CO)([C@H](C(=O)O)O)O)O
3-oxo-D-isoapionate,C(C(=O)C(CO)(C(=O)O)O)O
"(+)-(1S,2S)-pseudoephedrine",C[C@@H]([C@H](C1=CC=CC=C1)O)NC
 (S)-2-methylamino-1-phenylpropan-1-one,C[C@@H](C(=O)C1=CC=CC=C1)NC
"(-)-(1R,2S)-ephedrine",C[C@@H]([C@@H](C1=CC=CC=C1)O)NC
(S)-2-(methylamino)-1-phenylpropan-1-one ,C[C@@H](C(=O)C1=CC=CC=C1)NC
"D-xylono-1,4-lactone",C([C@@H]1[C@@H]([C@H](C(=O)O1)O)O)O
levoglucosan,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O
3-dehydrolevoglucosan,C1[C@@H]2[C@H](C(=O)[C@H]([C@H](O1)O2)O)O
UDP-N-acetyl-alpha-D-quinovosamine,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)O
3-dehydro-L-gulonate,C([C@@H]([C@H](C(=O)[C@@H](C(=O)O)O)O)O)O
"androstan-3alpha,17beta-diol",C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)O
17beta-hydroxyandrostan-3-one,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
allyl alcohol,C=CCO
acrolein,C=CC=O
ribitol,C([C@H](C([C@H](CO)O)O)O)O
D-altronate,C([C@H]([C@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O
3-oxopropanoate,C(C=O)C(=O)[O-]
glycerone,C(C(=O)CO)O
D-glycerate,C([C@H](C(=O)[O-])O)O
2-hydroxy-3-oxopropanoate,C(=O)C(C(=O)[O-])O
4-hydroxybutanoate,C(CC(=O)O)CO
succinate semialdehyde,C(CC(=O)[O-])C=O
17beta-estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
pyridoxine,CC1=NC=C(C(=C1O)CO)CO
D-glyceraldehyde,C([C@H](C=O)O)O
octan-1-ol,CCCCCCCCO
octanal,CCCCCCCC=O
(R)-1-aminopropan-2-ol,C[C@H](CN)O
aminoacetone,CC(=O)CN
"(2S,3S)-butane-2,3-diol",C[C@@H]([C@H](C)O)O
sn-glycerol 3-phosphate,C([C@H](COP(=O)(O)O)O)O
propan-2-ol,CC(C)O
acetone,CC(=O)C
hydroxypyruvate,C(C(=O)C(=O)O)O
"(2R,3S)-3-isopropylmalate",CC(C)[C@@H]([C@H](C(=O)[O-])O)C(=O)[O-]
(2S)-2-isopropyl-3-oxosuccinate,CC(C)[C@@H](C(=O)C(=O)O)C(=O)O
3-hydroxy-3-methylglutaryl-CoA,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
3-phospho-D-glycerate,C([C@H](C(=O)O)O)OP(=O)(O)O
3-phosphooxypyruvate,C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]
polyvinyl alcohol,C=CO
oxidized polyvinyl alcohol,CC=O
butan-1-ol,CCCCO
butanal,CCCC=O
O2,O=O
2-dehydro-D-glucose,C([C@@H]1[C@H]([C@@H](C(=O)[C@@H](O1)O)O)O)O
H2O2,OO
H2O2 ,OO
ecdysone,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@H]3C2=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)C)O)[C@@H](CCC(C)(C)O)O
3-dehydroecdysone,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@H]3C2=CC(=O)[C@H]4[C@@]3(C[C@@H](C(=O)C4)O)C)C)O)[C@@H](CCC(C)(C)O)O
betaine aldehyde,C[N+](C)(C)CC=O
betaine,C[N+](C)(C)CC(=O)[O-]
N-acetyl-D-glucosamine,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O
N-acetyl-D-glucosaminate,CC(=O)N[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(=O)[O-]
"dehydro-D-arabinono-1,4-lactone",C([C@@H]1C(=C(C(=O)O1)O)O)O
Vanillyl alcohol,COC1=C(C=CC(=C1)CO)O
vanillin,COC1=C(C=CC(=C1)C=O)O
beta-D-glucose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
prosolanapyrone II,C/C=C/C=C/CCCC/C=C/C1=CC(=C(C(=O)O1)CO)OC
prosolanapyrone III,C/C=C/C=C/CCCC/C=C/C1=CC(=C(C(=O)O1)C=O)OC
6'''-deamino-6'''-hydroxyneomycin C,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)N)O)O)N
 6'''-deamino-6'''-oxoneomycin C,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C[NH3+])O)O)[NH3+])O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C=O)O)O)[NH3+])O)O)[NH3+]
(S)-4-hydroxymandelate,C1=CC(=CC=C1[C@@H](C(=O)[O-])O)O
2-(4-hydroxyphenyl)-2-oxoacetate,C1=CC(=CC=C1C(=O)C(=O)O)O
5-(dihydroxymethyl)furan-2-carboxylate,C1=C(OC(=C1)C(=O)[O-])C(O)O
"furan-2,5-dicarboxylate",C1=C(OC(=C1)C(=O)[O-])C(=O)[O-]
 H2O2 ,OO
" 3,8-dideoxy-8-oxo-alpha-D-manno-octulosonate",C1[C@H]([C@H]([C@H](O[C@]1(C(=O)[O-])O)[C@@H](C=O)O)O)O
(R)-mandelonitrile,C1=CC=C(C=C1)[C@H](C#N)O
benzoyl cyanide,C1=CC=C(C=C1)C(=O)C#N
cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
cholest-5-en-3-one,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CCC(=O)C4)C)C
"L-gulono-1,4-lactone",C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O
"L-xylo-hex-2-ulono-1,4-lactone",C([C@@H]([C@@H]1[C@@H](C(=O)C(=O)O1)O)O)O
D-galactose,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O
D-galacto-hexodialdose,C(=O)[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O
ubiquinone,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
ubiquinol,CC1=C(C(=C(C(=C1O)OC)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
ethanol,CCO
acetaldehyde,CC=O
ubiquinol ,CC1=C(C(=C(C(=C1O)OC)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
quinate,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O
quinone,C1=CC(=O)C=CC1=O
quinol ,C1=CC(=CC=C1O)O
oxidized coenzyme F420,C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1C2=CC(=O)C=CC2=CC3=C1NC(=O)NC3=O)O)O)O
" 6-phospho-D-glucono-1,5-lactone",C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O
reduced coenzyme F420 ,C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1C2=C(CC3=C1NC(=O)NC3=O)C=CC(=C2)O)O)O)O
"trans,octacis-decaprenylphospho-beta-D-ribofuranose",CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
FAD,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
 FADH2 ,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
formate,C(=O)[O-]
H2O ,O
choline,C[N+](C)(C)CCO
sucrose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
3-dehydro-alpha-D-glucosyl-beta-D-fructofuranoside ,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O[C@@H]2[C@@H](C(=O)[C@@H]([C@H](O2)CO)O)O)O)O)O
cellobiose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
"cellobiono-1,5-lactone",C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC(=O)[C@@H]([C@H]2O)O)CO)O)O)O)O
primary alcohol,CO
aldehyde,CC=O
D-sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
(S)-3-hydroxybutanoate,C[C@@H](CC(=O)O)O
 (R)-2-hydroxyglutarate ,C(CC(=O)O)[C@H](C(=O)O)O
D-gluconolactone,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
(S)-mandelate,C1=CC=C(C=C1)[C@@H](C(=O)[O-])O
1-dehydro-L-sorbose,C([C@@H]([C@H]([C@@H](C(=O)C=O)O)O)O)O
S-adenosyl-L-methionine,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O
" 3-amino-2,3-dideoxy-scyllo-inosose",C1[C@@H]([C@H]([C@@H]([C@H](C1=O)O)O)O)N
5'-deoxyadenosine,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O
L-methionine ,CSCC[C@@H](C(=O)O)N
(R)-2-hydroxyglutarate,C(CC(=O)O)[C@H](C(=O)O)O
(R)-lactate ,C[C@H](C(=O)O)O
"(3R)-3-hydroxy-2,3-dihydrotabersonine",CC[C@]12C[C@@](C3[C@@]4([C@H]1[NH+](CC4)CC=C2)C5=CC=CC=C5N3)(C(=O)OC)O
" (3R)-3-hydroxy-1,2-didehydro-2,3-dihydrotabersonine",CC[C@]12C[C@@](C3=NC4=CC=CC=C4[C@]35[C@H]1[NH+](CC5)CC=C2)(C(=O)OC)O
4-pyridoxate,CC1=NC=C(C(=C1O)C(=O)O)CO
 5-formyl-3-hydroxy-2-methylpyridine-4-carboxylate,CC1=NC=C(C(=C1[O-])C(=O)O)C=O
catechol,C1=CC=C(C(=C1)O)O
"1,2-benzoquinone",C1=CC(=O)C(=O)C=C1
"(1R)-1,4,5,10-tetrahydrophenazine-1-carboxylate",C1C=C[C@H](C2=C1NC3=CC=CC=C3N2)C(=O)[O-]
benzenediol,C1=CC=C(C(=C1)O)O
L-ascorbate,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
monodehydroascorbate,C([C@@H]([C@@H]1C(=O)C(=C(O1)[O])O)O)O
2-aminophenol,C1=CC=C(C(=C1)N)O
2-aminophenoxazin-3-one,C1=CC=C2C(=C1)N=C3C=C(C(=O)C=C3O2)N
plastoquinone,CC1=C(C(=O)C(=CC1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C
hnu,C(CO)N(C(=O)N)N=O
plastoquinol ,CC1=C(C=C(C(=C1C)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O
RH,[Rh]
chloride,[Cl-]
RCl,CCCCCCC(C/C=C\CCCCCCCC(=O)O)O
L-dehydroascorbate,C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O
glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
Mn(II),[Mn+2]
Mn(III),[Mn+3]
"1-(3,4-dimethoxyphenyl)-2-(2-methoxyphenoxy)propane-1,3-diol",COC1=C(C=C(C=C1)C(C(CO)OC2=CC=CC=C2OC)O)OC
" 3,4-dimethoxybenzaldehyde",COC1=C(C=C(C=C1)C=O)OC
2-methoxyphenol,COC1=CC=CC=C1O
glycolaldehyde,C(C=O)O
manganese(II),[Mn+2]
manganese(III),[Mn+3]
HBr,Br
Reactive Blue 5,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=C(C=C4)S(=O)(=O)O)NC5=NC(=NC(=N5)NC6=CC(=CC=C6)S(=O)(=O)O)Cl)S(=O)(=O)O)N
phthalate,C1=CC=C(C(=C1)C(=O)[O-])C(=O)[O-]
"2,2'-disulfonyl azobenzene",C1=CC=C(C(=C1)N=NC2=CC=CC=C2S(=O)(=O)O)S(=O)(=O)O
" 3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]benzenesulfonate",C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)N)Cl
" (5Z,9alpha,11alpha,13E,15S)-9,11,15-trihydroxyprosta-5,13-dienoate ",CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O
(S)-2-hydroxypropylphosphonate,C[C@@H](CP(=O)(O)[O-])O
glutathione disulfide,C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
R1H,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4NC(=O)C5=CC6=CC=CC=C6N=C5)OC)OC)OC
3-methyl-L-tyrosine,CC1=C(C=CC(=C1)C[C@@H](C(=O)O)N)O
3-hydroxy-5-methyl-L-tyrosine,CC1=CC(=CC(=C1O)O)C[C@@H](C(=O)O)N
H2,[HH]
"5,10-methenyltetrahydromethanopterin",C[C@H]1[C@@H]2[C@H](N(C=[N+]2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C[C@@H]([C@@H]([C@@H](CO[C@@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O)C
" 5,10-methylenetetrahydromethanopterin",C[C@H]1[C@@H]2[C@H](N(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C[C@@H]([C@@H]([C@@H](CO[C@@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O)C
"cis,cis-muconate ",C(=C\C(=O)[O-])\C=C/C(=O)[O-]
L-tryptophan,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
N-formyl-L-kynurenine,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)NC=O
alpha-linolenate,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)[O-]
" (9Z,11E,13S,15Z)-13-hydroperoxyoctadeca-9,11,15-trienoate ",CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO
"3,4-dihydroxyphenylacetate",C1=CC(=C(C=C1CC(=O)O)O)O
S-sulfinatoglutathione,C(CC(=O)N[C@@H](CSS(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](C(=O)[O-])[NH3+]
sulfite,[O-]S(=O)[O-]
2-aminoethanethiol,C(CS)N
hypotaurine ,C(CS(=O)O)N
2-hydroxymuconate-6-semialdehyde,C(=C/C(=O)C(=O)O)\C=C\O
L-cysteine,C([C@@H](C(=O)O)N)S
3-sulfinoalanine,C(C(C(=O)O)N)S(=O)O
quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
"2-(3,4-dihydroxybenzoyloxy)-4,6-dihydroxybenzoate",C1=CC(=C(C=C1C(=O)OC2=CC(=CC(=C2C(=O)O)O)O)O)[O-]
CO ,[Co]
4-hydroxyphenylpyruvate,C1=CC(=CC=C1CC(=O)C(=O)O)O
homogentisate,C1=CC(=C(C=C1O)CC(=O)O)O
