protein,EC
R4WUP9,1.14.14.137
Q9YGB3,4.1.3.27
F0QXN6,3.1.8.1
A0A0K2F2K4,2.5.1.21
Q8ZY09,6.5.1.8
B8YB76,1.13.11.5
Q7XAS7,4.2.3.27
Q16822,4.1.1.32
A2QH83,2.6.1.16
Q8Q2U5,2.7.7.49
Q38IH8,1.12.99.6
A0A0A1ER86,5.4.99.8
P75799,7.4.2.10
A0A097BPW7,1.14.15.3
P60955,2.5.1.145
A0A1S6KJS1,2.3.1.9
P95748,2.1.1.236
A0A0S1YCZ4,2.7.7.48
Q7M8S8,1.5.1.20
A0A0H3N4Z0,1.1.1.251
P48422,1.14.15.3
Q9Y6K0,2.7.8.2
B5G4Y8,3.4.22.15
D3U591,1.14.19.76
Q973H2,5.4.99.15
P63046,2.8.2.1
X4ZWN5,4.2.1.133
Q86M89,3.4.21.1
Q02108,4.6.1.2
Q7LX98,5.4.99.15
B0ZTI0,3.1.3.46
A0A2Z4RCL2,5.4.99.16
Q6LYG0,2.7.4.3
A0A220A4U9,4.2.1.1
Q2WC24,2.7.7.6
Q9W197,3.1.3.91
Q7T3B8,2.3.1.255
Q49SP6,4.2.3.22
A0A0F6WBG5,2.3.1.304
Q9SQ70,1.1.1.247
P21953,1.2.1.25
P44859,5.1.1.7
Q9GPH2,5.3.4.1
F2E9K4,2.6.1.2
A0A0M4NKM9,3.7.1.21
Q51705,1.7.2.4
A0A2Z6IAJ2,3.1.1.43
P17202,1.2.1.8
A8FZV0,1.21.99.5
P50623,2.3.2.23
Q57326,3.5.1.117
O22229,1.8.1.9
Q01330,2.4.1.276
C0STY0,1.7.1.6
Q6PH71,3.5.1.23
C1I202,1.6.5.6
B2GIN9,6.3.1.19
P78356,2.7.1.149
D2KE02,1.14.19.3
P74857,7.4.2.8
A7BK12,6.3.4.3
C0L3S4,1.14.18.1
B9GRL5,1.1.1.219
A8QX04,2.4.1.15
Q9UXN9,1.5.98.3
A0A076JVU4,1.14.14.11
A0A1W6EUG1,7.2.2.21
A0A1W6ALG8,3.2.1.55
Q07993,1.1.1.9
P06744,5.3.1.9
Q836D9,2.7.7.39
F1T0M7,1.14.14.137
Q16D46,1.14.11.33
A0A1D8PDC6,3.5.1.54
A0A173DQZ8,3.1.3.2
Q1JH51,2.7.7.85
A5K1A2,2.3.1.97
A5ILB0,3.2.1.1
P07864,1.1.1.27
P27051,3.2.1.73
P33300,2.4.1.370
G9J616,3.4.11.5
T1SP91,1.11.1.19
Q8DSQ5,5.1.1.3
Q5FK48,4.4.1.21
A0A125SQH6,2.1.1.103
Q1DA50,2.7.3.3
A0A1I9RGJ6,2.1.1.68
Q93R40,4.1.3.1
A2SLA7,1.1.2.10
E4SDD0,4.2.2.2
A0A193DXP2,1.13.11.3
C7FF05,1.14.18.1
Q86W50,2.1.1.346
D9Q0R7,1.15.1.1
A0A0G2SJM3,1.1.1.62
P45370,2.3.1.304
Q2L615,1.3.7.7
A0A0U3A4D6,1.14.11.13
Q2XP49,3.1.22.1
C7H5K4,2.8.3.8
Q7DAN2,3.2.2.5
C3W4M1,1.13.11.2
A0A1S0QVH4,4.1.1.20
Q27686,2.7.1.40
Q0KCB8,2.7.4.1
D0WGK0,1.1.1.383
Q9QUL3,3.1.1.4
B3TKC8,2.4.1.357
Q8WNV7,1.1.1.184
P37333,1.14.12.18
Q55FE6,3.2.1.176
D1JH91,1.5.98.1
A0A2K9YND1,1.1.1.37
D0Z8Y6,1.1.1.42
E7D6B9,1.1.99.18
G9D320,1.15.1.1
Q9XBQ8,5.4.3.2
A6M970,3.5.1.28
P54153,1.8.4.11
C9WIW7,3.2.1.81
D2TNS3,3.4.23.49
P50247,3.3.1.1
H6WCP4,1.1.1.12
V5RBP5,5.1.3.2
A0A4P9D4C1,2.3.1.74
D7R810,5.4.2.12
P76562,2.3.1.193
A0A2H4RGI6,5.5.1.8
Q8EI78,1.1.1.28
Q9V436,3.4.25.1
Q5JDA9,2.7.8.34
A0A0H3CJN8,4.1.1.63
I1R9M1,3.6.5.2
Q2RSU7,5.3.3.23
A0A0D1CRJ9,1.1.1.44
D9Q987,1.20.4.3
C3SBW0,2.1.1.300
Q88QT2,2.7.7.99
Q60935,2.4.2.31
A0A0S1TQ28,1.1.1.140
G2MFH6,2.5.1.15
Q9P2X0,2.4.1.83
Q5XPL5,4.2.1.84
D2CFJ2,1.1.1.284
Q01578,3.1.1.17
Q1PAH6,3.1.1.11
L7Z147,3.4.19.13
F4IF99,2.4.1.182
Q7VE38,1.5.1.20
Q5SHU3,2.7.6.1
A0A142K487,2.5.1.19
A8MPS7,3.5.1.105
Q56350,1.9.6.1
P0DH99,3.6.5.3
Q7XH05,1.2.3.1
A6XP71,1.1.1.40
O33823,1.16.9.1
P31663,6.3.2.1
A0A068MZJ9,4.6.1.1
P55345,2.1.1.319
Q94B74,3.6.1.13
Q06124,3.1.3.48
Q581U6,3.1.2.6
A0A2Z6EYT1,2.3.1.20
P00942,5.3.1.1
Q25704,2.7.6.3
A0A0G4NUS2,1.1.1.19
Q811L6,2.7.11.1
Q5F809,1.11.1.7
B2RGM6,2.3.1.201
Q9UUP5,1.5.1.3
Q5JFG7,1.5.5.2
B2T9D2,4.1.1.8
Q54X84,1.5.1.20
Q4Q1I2,2.1.1.41
P29250,1.13.11.58
A0A384ZRB9,1.13.11.88
Q71ST7,7.1.1.9
P15684,3.4.11.7
O96437,1.1.1.17
A8R5V3,2.5.1.18
P41734,3.1.1.112
Q7SIG2,3.4.21.1
P91887,3.4.11.2
P0DTQ0,4.1.2.62
B0I2Z8,3.4.24.67
P06182,4.4.1.17
G8UMQ6,3.2.1.51
Q2FWH5,3.6.4.13
Q8KT79,2.7.4.1
Q6IMN8,1.1.1.283
G4MY67,2.5.1.58
Q9ZN14,3.1.21.4
O14405,1.14.99.56
A0A1Y0DKQ1,1.13.11.85
Q9H5K3,2.7.1.183
A0A1B0YC62,1.14.19.6
E2IHC5,1.14.19.58
Q65YW9,1.14.14.35
Q58HB2,2.2.1.7
Q95PL2,2.7.1.1
A0A3Q0KZS1,2.4.1.211
Q8IW45,4.2.1.93
Q8RVZ8,1.18.1.2
Q17ZY6,1.21.4.1
Q581W1,1.5.1.33
Q52009,1.14.12.12
O66990,3.5.2.3
Q40763,3.2.1.4
Q8GUK7,2.3.2.27
G4Y082,1.14.19.22
S6ATV4,3.2.1.65
Q8YUK5,2.6.1.1
M4D235,1.1.1.219
A0A1W6VPA7,3.1.1.108
Q8L7J2,3.2.1.21
A5YV05,1.14.13.7
A0A2R3IPM7,3.1.1.14
Q974L0,1.1.99.6
B2XCJ7,4.4.1.14
A0A0T9QQS0,3.1.1.14
A0A0F6PAW6,2.7.11.1
Q9RBY6,1.14.20.15
A0A376VH75,2.4.1.15
Q42963,2.1.1.53
P93046,3.2.1.151
H0VCJ6,3.5.1.60
P87161,3.2.1.171
B0JFD4,1.2.1.24
P03951,3.4.21.27
Q43134,2.4.1.242
O95396,2.8.1.11
E7DDH2,4.4.1.3
P9WIS5,2.2.1.5
M9WLE1,1.1.1.404
O87696,2.1.1.271
Q3ZAU5,3.1.1.118
Q43404,1.14.17.4
Q9SQ68,1.1.1.247
Q76EB7,1.17.1.9
O61717,4.1.1.28
H6WV53,2.1.1.325
Q16760,2.7.1.107
P9WMK9,2.7.7.53
Q6Z4E4,1.2.1.27
Q55891,1.3.7.5
A0A1G7S280,2.8.3.16
Q64374,3.1.1.17
Q5LH16,2.3.1.129
G8EJ34,3.5.1.14
A0A1W5QBK3,3.2.1.157
Q06BQ9,2.7.11.12
A0A059VDA9,1.1.1.267
D9I0I9,3.1.3.8
Q28960,1.1.1.189
P86884,1.1.1.1
Q16775,3.1.2.6
Q9ZU38,5.3.1.6
Q9XFW4,2.3.1.51
A8C927,2.1.1.180
P9WND1,2.5.1.15
C4JH04,3.4.24.39
P0DTD1,2.7.7.48
Q00012,3.2.1.78
P10860,1.4.1.3
A0A120MXM3,2.1.1.267
A0A385J6Y9,4.2.3.89
P80190,3.2.1.17
W8DT12,1.14.19.29
A0A2H1WB52,3.4.25.1
A9YTT0,3.4.19.13
Q26076,1.13.12.7
Q7BJX9,5.1.3.7
Q41233,4.4.1.4
Q9GV46,1.13.12.13
Q1ELT7,1.3.7.12
A0A0N9GZK8,3.2.1.4
A0A6G5RUH8,1.1.1.144
Q81PP9,3.5.1.9
Q5E0L6,2.7.13.3
I6Z823,3.2.1.8
B2RK02,2.7.2.1
Q9RHR0,4.99.1.2
B9WNA1,2.7.7.13
D7GJ95,2.4.2.21
Q8YY14,2.6.1.1
T1L330,4.1.99.3
A0A1E3MBK2,3.4.11.18
Q8H9A8,2.1.1.89
Q8NDL9,3.4.17.24
Q5KQS7,4.1.1.49
Q8DXS8,1.2.1.12
P23711,1.14.14.18
Q6I681,7.2.1.3
A0A191W0D9,5.3.1.4
Q42560,1.14.17.4
A7XFV5,4.2.2.1
O15523,3.6.4.13
P59796,1.11.1.9
A0R1C2,1.4.1.2
Q8PDX2,2.3.3.20
V5LGT3,2.4.1.242
P77444,4.4.1.16
Q9FYU7,2.4.1.120
Q9I6H0,3.5.1.62
A0A0H2UQQ3,3.5.1.104
Q6T179,3.1.1.4
O35298,3.1.1.77
P22434,3.1.4.17
Q8ILP4,2.7.1.33
C7NVN0,3.2.1.91
P22953,3.6.4.10
P12625,3.1.1.75
A9YZX5,2.3.1.178
P12999,2.1.1.197
Q9LU36,6.2.1.12
Q10CE4,1.1.3.15
A7F6T4,4.2.1.94
Q6UIL3,1.14.99.47
Q4KY22,2.7.3.3
O18456,3.4.22.27
G8FL60,1.14.19.28
Q57880,2.1.1.256
P0AES6,5.6.2.2
Q9ZT48,2.3.2.8
P46903,7.2.2.4
A0A140NE60,2.7.7.18
Q876L8,1.1.1.307
A4LAG9,2.5.1.18
Q2G2U4,2.7.13.3
Q9M0A5,3.4.19.16
P09889,3.1.3.2
Q8EEA9,2.7.7.90
P51691,3.1.6.2
O15564,4.4.1.11
P21164,6.3.4.3
A0A1C3HPL6,4.1.1.39
I0FRI5,2.5.1.18
P43886,2.3.1.30
Q9V730,2.4.1.225
P00969,6.5.1.1
A0A097PUG9,1.1.3.42
A1YR25,3.2.1.1
C1K3M8,3.4.22.34
Q88FX9,1.17.2.1
W9QSW3,2.3.2.15
C4LXC4,2.7.1.40
O42479,4.98.1.1
A0A0H2V630,2.4.1.369
P02604,5.6.1.8
A2TBB4,3.1.3.8
K9NKH3,3.5.5.1
F2WWK6,1.14.19.3
C6Y1J8,3.2.2.15
O70023,2.4.1.317
O64752,1.14.11.67
Q4AAK4,3.4.11.7
Q2G1M9,6.3.2.54
Q28W44,1.14.13.81
A5TZE3,2.8.1.10
C6EVR5,1.4.1.4
Q10155,3.1.26.11
Q9R9T1,1.14.13.2
E9P8D2,2.3.1.271
C6FFB6,2.1.1.68
Q96W94,3.5.1.6
P46410,6.3.1.2
P39462,1.1.1.1
A0A2U9Q8M3,3.2.1.37
D3ZN15,1.1.1.103
C0LTP9,2.1.1.72
Q9VU77,1.14.11.63
Q5SGK3,1.2.3.1
A0A023PJY4,2.3.1.20
P49058,1.1.1.205
E1U300,2.4.1.15
A0A224ALZ8,2.1.1.117
P10538,3.2.1.2
G8IIS1,2.3.1.199
Q81A42,4.2.1.135
M1R341,2.7.11.1
P52895,1.1.1.357
Q9SMP5,1.14.14.48
O64692,1.14.11.13
A0A093YC30,3.11.1.1
Q9C5W0,2.3.1.20
Q89EN5,1.9.6.1
A5YWJ8,1.14.12.18
Q13126,2.4.2.28
P07328,1.18.6.1
P34059,3.1.6.4
A0A0H2WZ38,6.3.5.13
A0A318FL05,4.2.1.177
Q4DH60,1.5.1.2
T2B355,2.7.11.25
A7XZV1,3.1.2.14
P10342,3.2.1.68
C7S854,1.14.20.4
P52839,2.8.2.2
P17069,4.1.3.1
A0A221ZS22,3.2.1.14
I7CTV3,4.2.3.108
Q9JZ55,2.5.1.55
A6TGG1,1.1.1.86
S5YYL9,1.13.11.85
Q8UGL3,4.3.3.7
B2BBY6,1.2.1.8
E5Y946,1.1.1.313
P00561,2.7.2.4
Q9VRN6,3.4.22.49
Q86MW6,3.4.22.16
P0A7I7,3.5.4.25
Q9LJB4,2.3.1.172
I1NJA2,2.5.1.36
A6ZZ16,2.7.7.7
Q70KH4,2.3.1.289
L0EKJ4,7.2.2.9
Q9MYU4,3.6.1.5
P90517,4.1.1.17
A3BE68,2.7.13.3
Q2THW7,2.3.1.225
A0A140CWW4,1.10.3.2
Q9RQQ9,2.7.10.3
B2NID7,2.4.1.298
S4ULD7,1.13.11.12
Q9SDJ2,1.14.13.81
Q7SFB0,3.2.1.31
A0A0C4Y8J9,2.4.1.91
Q3TH56,2.5.1.6
A0A3G1SVP2,2.5.1.21
D5JBX0,1.14.14.95
A0A2P1IUY8,1.3.99.4
A0A3Q7IET9,1.1.1.282
Q5AUG0,2.4.1.198
Q1JTV5,4.1.1.53
P32370,1.5.1.36
P0A102,2.8.3.6
P54783,1.1.3.37
P10547,3.4.24.75
Q8IU80,3.4.21.109
P9WFX1,5.4.4.2
P46467,3.6.4.6
Q9ZFE4,1.3.1.9
Q8Z5R8,7.4.2.8
Q82122,3.4.22.28
Q9V0Q0,2.1.1.228
P0CL19,5.3.1.6
Q9ZQP1,3.1.3.27
A0A210PXH4,3.4.22.41
Q5XLR8,2.4.1.69
A9LSF7,1.11.1.6
Q9EQH2,3.4.11.22
A5YV16,1.14.13.7
Q5B3W9,2.4.1.109
Q5SJI2,2.1.1.178
A0A1I9RYC4,2.4.1.16
A3KN98,1.13.11.71
Q29451,3.2.1.24
O34934,2.7.1.23
A0A172Q4H3,2.5.1.43
A0A0N9HQ36,1.14.20.8
P87204,2.4.1.34
P0A112,1.14.12.12
Q5XJR1,2.3.1.22
Q9P8P3,3.2.1.176
Q9I8C5,2.7.1.40
M5AXT3,3.2.1.193
Q8KE17,1.8.5.6
B5Z7L9,5.1.3.20
R9QMR0,4.2.3.120
A0A0P0YNP7,2.4.1.236
O15294,2.4.1.255
D3KVM4,2.7.1.30
Q57U32,2.7.7.41
Q9WU65,2.7.1.30
Q9BLD2,3.2.1.4
C7T4G6,1.14.14.107
A0A024R4F6,2.1.1.100
O76130,3.2.1.4
A0A0A8J7X1,1.11.1.18
A0A1B1KQN4,2.1.1.363
B2RM56,2.7.7.65
Q7A4T2,3.6.1.6
A0A2D3I4C6,2.1.1.319
Q331Q6,2.1.1.231
D5DC07,2.4.1.10
Q3T0D3,3.5.1.122
Q9YBM8,2.5.1.39
A0A0D6KQR5,4.4.1.39
D4IIJ1,4.2.3.19
P48999,1.13.11.34
Q96WN5,2.4.1.109
A0A1X9T5Z5,3.4.22.38
G3KIM4,4.2.1.54
C3XXE6,1.13.11.11
O43280,3.2.1.28
O66949,6.3.4.13
A7L4X3,3.2.1.18
Q8K3V4,3.5.3.15
F4IXE7,2.3.1.48
V5LFU5,2.4.1.242
A0A0S3Q197,2.3.2.13
A0A0F6X2R5,1.14.19.2
Q7XR89,1.2.1.5
Q0QFQ6,4.2.1.31
Q08GC7,2.7.2.3
Q2UN98,3.5.1.23
O61594,3.2.1.21
D0E576,4.3.1.24
P73276,2.7.13.3
G1JSL4,1.11.2.3
Q5FAK7,2.3.1.1
Q9LF33,1.1.1.22
Q1X877,2.5.1.10
Q8CDA1,3.1.3.25
B9MK94,2.1.1.113
Q87V72,1.5.1.20
Q8NES3,2.4.1.222
A0A0C7DVW3,1.14.11.9
C1KCC9,4.1.99.3
P38995,7.2.2.9
Q7NAZ8,1.2.4.1
B4ER94,1.14.15.37
E5DHH4,3.4.22.15
A0A1J9VES8,4.2.1.22
P0C0G6,1.2.1.12
A7KME9,3.2.1.4
Q9XGM8,2.4.1.101
B0KBZ7,3.2.1.11
Q8KWS8,6.3.2.49
A6T7D6,3.5.2.3
A0A2K5VZW5,2.8.2.2
A0A345YTX7,1.2.1.84
Q5Z1T5,1.14.13.59
A8JZC0,1.8.99.2
Q51344,1.2.1.11
Q4JDK3,3.1.3.48
Q8BNJ3,2.7.7.18
Q03305,2.1.1.322
Q93ZB9,1.2.1.84
Q9LRB2,2.3.1.74
A7AZH2,1.1.1.393
A0A0U2DBC9,5.5.1.19
G0RI60,4.1.99.13
Q32S33,7.4.2.14
A0A1W7HP20,2.1.1.103
Q46VA0,1.4.1.21
Q6P9U9,1.1.1.205
H6TBL2,5.5.1.19
Q6S4R9,3.5.2.5
G1JRK8,5.3.1.4
O88011,3.5.4.25
Q56696,3.4.24.3
B2VFD8,1.14.99.52
O75354,3.6.1.6
Q9AHS1,6.3.4.3
P32322,1.5.1.2
A2TEY6,3.1.3.8
Q9P9L4,2.1.1.248
O43716,6.3.5.7
P0A884,2.1.1.45
X0M5X0,3.2.1.8
Q5FU84,1.10.3.11
A0A0L8QS29,3.1.1.14
A7X9R7,7.2.2.9
M1A7S9,3.1.1.14
B7JX99,1.13.11.45
A0A2G2Y555,1.1.1.42
C4PKL6,3.1.3.8
C9K502,1.1.2.8
A0A0M4UGS6,1.13.11.51
P06149,1.1.1.28
Q27783,2.1.1.45
P21922,2.1.1.133
A0A1B1SP62,2.1.1.273
S5W1E8,2.3.1.15
O81893,2.7.1.159
Q6FFQ2,4.2.1.40
P15454,2.7.4.8
Q502B2,1.17.4.4
Q84L20,1.1.1.316
Q4UN54,1.1.1.36
Q9M1S8,3.4.17.21
A0A292GKJ7,2.4.1.65
Q30NV2,2.7.4.7
B5AAJ9,1.4.1.2
O13506,1.3.99.31
Q704D1,4.1.2.14
P37664,2.3.1.286
Q9S676,3.1.3.67
Q5R5J5,1.3.1.20
F1M4T7,2.3.2.13
O81020,3.1.4.3
Q9SHH7,2.5.1.18
Q6ZH29,2.6.1.96
Q9HIA3,4.1.1.72
Q588Z2,3.7.1.7
Q7XIV4,3.2.1.22
P77150,2.7.1.35
A0A3G4RI75,2.7.1.2
A5K7H9,3.4.11.18
Q15GI4,1.1.1.318
A6V1E4,2.3.1.129
Q45201,3.1.4.46
Q08209,3.1.3.16
A0A0C5CN62,1.11.1.6
Q7A827,1.14.99.48
P21515,3.1.4.14
C8CML7,4.2.2.2
P22319,1.12.1.2
Q6PRU9,2.1.1.297
Q5S1P9,3.2.1.91
J7EJ73,3.2.1.28
A4APF1,6.3.4.14
J7H7T6,2.7.11.31
H1ZV38,1.1.1.347
P36587,1.6.2.4
A0A0D0GZF5,2.1.1.228
Q7WYV4,3.2.2.27
Q8N3J5,3.1.3.52
A0A0F6WBJ2,4.1.1.33
C4R3T2,4.1.1.1
C3T3U2,3.2.2.8
P53228,2.2.1.2
Q9NRZ7,2.3.1.51
A0A0K2GN10,1.2.1.12
P38540,1.1.2.7
C6FX34,3.2.1.8
B9U4U8,4.2.3.18
A5YV12,1.14.13.7
Q2XV97,2.8.2.4
H2ELN1,4.2.3.111
Q8L3C7,1.4.3.11
Q2YMM9,2.7.9.1
P0AEG4,1.8.4.15
A0A166G7A0,1.1.1.319
Q83417,3.4.21.97
Q9XYL9,2.5.1.18
D2CFL0,2.4.1.5
P08238,3.6.4.10
O34536,2.3.1.48
D2Z025,3.5.3.25
Q9GZZ9,6.2.1.45
P53144,3.1.3.89
Q6PIU2,3.1.1.13
A0A172Q4R0,2.1.1.104
Q9M001,2.7.7.41
A0A0H4AKW3,2.6.1.96
O07836,1.2.7.8
A0A0D3QS99,3.1.1.98
B7FWR0,2.1.1.9
P0CT21,1.5.1.46
O42783,3.2.1.28
A0A0P0DIY6,3.1.1.7
K7PRF2,4.2.3.57
I3L9C5,2.1.1.367
P38221,2.7.7.41
P71029,1.14.13.210
A0A0H3JPP1,3.4.22.71
G2QH51,3.1.1.74
P09890,4.1.1.20
P70473,5.1.99.4
J9QYL0,1.14.11.9
D7NQS9,2.4.1.16
P00800,3.4.24.27
A0A076MQB4,3.5.99.7
Q9SKE2,6.3.2.52
P07858,3.4.22.1
Q92NH0,2.7.1.215
F8TVX9,1.14.19.6
A0A2K5V282,3.1.1.1
F5H0R1,2.7.7.52
Q59289,4.2.2.8
D0FL86,4.2.3.6
Q72M68,3.4.24.27
J9R912,4.2.2.2
K0A689,3.2.1.73
Q9RW56,1.2.1.88
P0CH95,1.14.11.65
E9BAT8,2.7.9.1
Q53U21,1.1.1.329
Q9SU29,2.3.2.26
A0A125QVX1,2.4.1.35
A8BIC5,2.7.7.18
W5S3I4,2.5.1.47
Q1D4I1,2.3.3.10
G1S6D2,1.13.11.33
Q9HYQ2,2.7.7.65
Q8NJP6,3.1.1.72
B1XPH5,2.3.1.180
Q86XF0,1.5.1.3
A7XFU6,4.2.2.1
Q9XF72,1.11.1.24
P65907,3.5.2.3
Q9AIU7,6.5.1.2
B3SNJ3,1.14.14.107
C0STY1,1.7.1.6
Q93MP9,2.5.1.56
Q15KI8,2.4.99.6
B6VGJ3,3.1.1.3
Q5ILH6,1.16.1.1
P9WH13,2.7.7.24
Q5JTZ9,6.1.1.7
Q7FAE2,1.1.1.295
Q42883,7.2.2.10
A0A0U2TSJ5,2.7.1.127
D0QYM5,2.4.1.226
Q9CZL5,4.2.1.96
B1P7H3,5.4.99.39
G0YUP1,4.2.3.118
C6W7B1,3.2.1.197
E5KWY3,1.14.99.39
A4K8Z2,2.4.1.15
A0MH70,2.7.4.1
Q93P54,3.1.3.1
Q2NHD2,2.4.99.18
A0A122IGX3,1.4.1.27
Q6CZ24,4.1.1.104
Q8CST1,2.7.7.8
A0LR95,3.2.1.8
A0A1C8M593,1.1.1.79
P14882,6.4.1.3
Q56J92,1.14.19.41
P20717,3.5.3.15
P50285,1.14.13.8
P21695,1.1.1.8
Q39760,4.2.3.13
P77425,3.5.3.9
C3W4M0,1.13.11.2
O82514,2.7.4.3
Q12513,2.3.1.86
Q8ZUN8,1.1.5.2
K7NBW5,2.3.3.10
A0A0S3TVE8,2.4.1.18
Q45RT9,4.2.1.11
P96466,3.4.24.13
A0A1D7VLK8,3.1.1.14
Q8BJ64,1.1.99.1
Q6RYT6,2.4.2.7
P33760,3.6.4.7
Q9RUV2,1.15.1.1
P62196,5.6.1.5
P00497,2.4.2.14
R9TFH5,2.7.1.90
A0A0G2SWS6,2.4.1.231
D0KQM8,3.2.1.20
X5DV28,2.5.1.78
P22441,1.1.1.233
A0A3D8J924,1.4.1.1
P42254,3.2.1.55
A0KGD4,4.1.2.13
Q9AJE3,4.2.3.36
Q9Z5D4,1.3.1.111
A6ZKY2,2.4.1.16
F1N9C1,1.1.1.184
Q70DV6,7.1.1.2
B7SCZ7,3.2.1.151
Q9FJI5,1.1.1.49
O33655,1.1.3.2
O74985,2.3.1.255
Q832Z2,7.2.2.5
G4SW45,2.7.1.90
A0A0K9R8G5,1.8.1.4
C4PKK9,3.1.3.8
A1BNG5,6.3.2.52
P73242,2.3.1.39
D0FL93,4.2.3.6
A8IJ34,2.1.1.41
Q09265,2.1.1.361
C0LIR3,3.13.1.1
A0A1B1W6Z7,2.1.1.88
Q6L2Z7,5.4.99.16
P0DP68,3.5.1.128
Q8C129,3.4.11.3
Q96HS1,3.1.3.16
P46995,2.1.1.359
Q2L617,1.3.7.7
Q59280,2.3.1.35
Q8DTM1,2.6.1.14
O52780,3.2.1.8
F6IQ86,3.1.3.8
Q8X211,3.2.1.139
C0BTR1,3.1.3.8
Q93RU6,4.2.2.2
A7B4V1,1.1.1.201
B5B1F8,2.6.1.1
G1FNX7,2.4.1.13
F2Z9C1,1.14.14.98
A3Z5H6,4.1.99.5
Q17J02,1.7.3.3
P11506,7.2.2.10
P04181,2.6.1.13
P29253,3.1.26.4
Q84DC3,1.2.1.7
B5UB72,3.2.1.97
Q06203,2.7.7.3
Q8E378,3.5.1.88
Q9UYT0,2.7.7.3
A0A173DR09,3.1.3.2
E3SVS0,3.5.1.4
A0A2K9VP55,2.6.1.5
A0A1X9QHH3,2.6.1.80
Q9Y823,2.3.3.14
C1MKR5,1.14.19.3
O35945,1.2.1.3
B9BCZ1,3.5.5.1
Q9VYE6,2.7.1.127
Q08201,7.6.2.2
A0A0B5S7N0,2.6.1.82
J9PHM5,2.1.1.69
P0ABP8,2.4.2.1
Q88JP1,1.1.1.282
A0A0M4NIH9,3.7.1.21
B2RXH2,1.14.11.66
P08319,1.1.1.1
P39042,3.4.16.4
M9P6K0,3.8.1.2
O15992,2.7.3.3
A1SCS9,4.2.2.17
Q91WC3,6.2.1.3
O08375,1.17.1.9
A0A1Z2R7G9,1.14.14.91
P28273,3.5.2.9
Q50H45,3.5.1.97
Q2TJB8,1.6.99.1
A9U189,2.7.1.1
P17439,3.2.1.45
Q9Y7D5,2.3.1.244
D3JTC1,4.2.2.2
Q9RIA4,1.4.3.3
Q9NXS2,2.3.2.5
Q4WZ64,2.3.1.205
A6XH05,4.2.3.108
I3VXT6,5.1.3.11
Q1K4Q1,1.14.99.54
A0A1D6IP14,2.5.1.43
Q9RR88,2.8.1.12
D3G6G3,4.6.1.12
Q92AS9,3.2.1.21
F1CYZ6,6.2.1.12
Q07973,1.14.15.16
Q8TPT4,2.8.1.16
P83686,1.6.2.2
A0A5E8F621,2.4.1.5
O50325,4.2.2.2
P00330,1.1.1.1
Q2PYN0,3.1.2.6
P13568,7.6.2.2
Q9LKB2,3.5.1.52
A0A0A7E9D3,3.1.1.7
Q88IU0,1.14.11.64
A0A097APA2,1.2.7.1
D6RVS5,1.16.1.7
A0A287B5F1,3.5.1.9
D7UTZ8,1.4.3.19
C6L823,3.4.11.5
Q96KP4,3.4.13.18
A0A089XE59,2.3.1.194
E9RH20,3.2.1.53
Q8N4J0,2.1.1.22
P42489,2.7.7.7
Q7WTB6,7.1.2.2
Q2FXL3,1.11.1.24
P61086,2.3.2.24
H6VVJ1,2.4.1.242
Q0GMU2,3.1.1.79
K4P5F3,3.2.1.26
P46844,1.3.1.24
V9XY47,3.2.1.114
Q01911,1.14.13.231
M4WFN0,4.2.1.92
A0A0R4IT32,2.8.2.32
A1E381,2.7.1.90
K0GG70,3.5.2.6
A0QWG3,2.7.7.53
P0ACC7,2.7.7.23
Q9JJ46,5.3.3.5
Q64610,3.1.4.39
A0A3G1VCB1,3.2.1.21
Q90X19,2.7.3.2
E9LUE9,3.1.4.12
Q8GG87,3.8.1.8
A0A0G2RI26,1.14.13.111
J9VCT6,2.1.1.37
Q8NM40,2.3.1.1
P37487,3.6.1.1
P0AEJ2,5.4.4.2
P45040,2.5.1.47
Q31PS1,6.2.1.20
G9D323,1.15.1.1
P86810,1.4.3.2
F4YFD2,1.3.1.77
D2T083,3.1.1.5
Q1DC62,3.6.1.41
Q72J75,3.1.1.1
H9D1K2,2.7.6.1
A0A0E3Y582,3.2.1.67
A0A0G2UEA5,2.4.1.294
F8QV43,4.2.2.18
R0GJB9,3.5.5.1
D0VX20,5.4.99.11
A0A076VA95,1.14.14.17
Q12006,2.3.1.225
O14638,3.6.1.9
Q0BRB0,3.5.1.54
A0R3B1,4.1.1.71
A0A023JBX1,2.5.1.18
A0A1B1MQM8,3.2.1.15
Q9FKB3,6.3.2.1
G2R8B5,3.1.1.117
Q7NQL0,1.1.1.335
B2NI94,1.1.1.354
Q652L6,1.6.5.4
Q63716,1.11.1.24
Q9GPF9,1.13.12.7
I7B4Z2,4.1.1.25
D0CB74,3.5.4.26
Q9ZGH0,2.6.1.33
D2SZY5,1.1.2.8
P00921,4.2.1.1
G3GIX2,1.21.98.3
B3VMC0,1.2.1.8
Q9SZW4,7.2.2.12
Q97ZL0,3.6.1.7
A0A024CBP4,5.5.1.6
Q5HZI3,2.7.7.1
D2SMM1,2.4.1.17
Q99JW2,3.5.1.14
Q9Z395,3.5.1.5
A0A1S5V3K5,3.4.19.13
Q82YW6,4.1.1.112
Q52T38,2.3.1.225
Q9SVX6,1.1.3.9
Q6VAL8,1.20.2.1
O85764,1.14.14.34
